datetime;day;hour;close_current;open_current;move_down;move_up;percent;percent_10;in_1;in_2;in_3;in_4;in_5;in_6;in_7;in_8;in_9;in_10;in_11;in_12;in_13;in_14;in_15;in_16;in_17;in_18;in_19;in_20;in_21;in_22;in_23;in_24;in_25;in_26;in_27;in_28;in_29;in_30;in_31;in_32;in_33;in_34;in_35;in_36;in_37;in_38;in_39;in_40;in_41;in_42;in_43;in_44;in_45;in_46;in_47;in_48;in_49;in_50;in_51;in_52;in_53;in_54;in_55;in_56;in_57;in_58;in_59;in_60;in_61;in_62;in_63;in_64;in_65;in_66;in_67;in_68;in_69;in_70;in_71;in_72;in_73;in_74;in_75;in_76;in_77;in_78;in_79;in_80;in_81;in_82;in_83;in_84;in_85;in_86;in_87;in_88;in_89;in_90;in_91;in_92;in_93;in_94;in_95;in_96;in_97;in_98;in_99;in_100;in_101;in_102;in_103;in_104;in_105;in_106;in_107;in_108;in_109;in_110;in_111;in_112;in_113;in_114;in_115;in_116;in_117;in_118;in_119;in_120;in_121;in_122;in_123;in_124;in_125;in_126;in_127;in_128;in_129;in_130;in_131;in_132;in_133;in_134;in_135;in_136;in_137;in_138;in_139;in_140;in_141;in_142;in_143;in_144;in_145;in_146;in_147;in_148;in_149;in_150;in_151;in_152;in_153;in_154;in_155;in_156;in_157;in_158;in_159;in_160;in_161;in_162;in_163;in_164;in_165;in_166;in_167;in_168;in_169;in_170
2019.04.09 00:00;2;0;18.2980;17.9730;0.0536;0.0315;0.0181;0.0181;-0.00;0.59;0.34;-0.01;-0.00;34.49;0.00;-0.13;0;0;-1.95;0;0;0;0;0;1;-0.01;0.30;0.12;-0.01;0.01;34.62;0.06;-2.28;0;0;-2.24;0;0;0;0;1;0;0.02;0.45;0.07;-0.01;-0.00;36.91;-0.30;8.53;0;0;-2.25;0;0;0;0;1;0;-0.04;0.04;0.05;-0.01;-0.03;28.38;0.29;-11.68;0;1;-3.68;0;0;0;1;0;0;-0.01;0.37;0.37;-0.01;0.00;40.06;0.05;-2.18;0;0;-2.60;0;0;0;0;1;0;-0.05;0.07;0.15;-0.01;-0.05;58.37;0.12;-8.31;0;0;0.59;0;0;0;0;0;0;-0.00;0.42;0.37;-0.01;-0.00;66.68;0.02;-1.13;0;0;1.27;0;0;1;0;0;0;-0.02;0.04;0.45;-0.00;-0.00;67.81;0.04;-2.63;0;0;1.49;0;0;1;0;0;0;0.02;0.15;0.21;0.00;0.04;70.44;-0.02;1.43;1;0;1.84;0;0;1;0;0;0;0.02;0.33;0.30;-0.03;0.01;69.01;-0.03;1.75;0;0;1.83;0;0;1;0;0;0;
2019.04.10 00:00;3;0;18.2400;18.2980;0.0221;0.0171;-0.0032;-0.0032;0.01;0.53;0.12;0.01;0.01;47.15;-0.08;3.57;0;0;-0.42;0;0;0;0;0;0;0.00;0.63;0.28;-0.01;-0.00;43.58;-0.02;0.73;0;0;-0.77;0;0;0;0;0;0;-0.00;0.79;0.15;0.02;0.03;42.85;0.01;-0.55;0;0;-0.90;0;0;0;0;0;0;0.03;0.09;0.03;0.03;0.03;43.40;-0.49;14.33;0;0;-0.93;0;0;0;0;0;0;-0.00;0.01;0.94;-0.02;-0.03;29.07;0.01;-0.37;0;1;-2.03;0;0;0;0;1;0;0.02;0.16;0.63;-0.03;-0.04;60.13;-0.03;1.76;0;0;0.72;0;0;0;0;0;0;-0.05;0.07;0.15;-0.01;-0.05;58.37;0.12;-8.31;0;0;0.59;0;0;0;0;0;0;-0.00;0.42;0.37;-0.01;-0.00;66.68;0.02;-1.13;0;0;1.27;0;0;1;0;0;0;-0.02;0.04;0.45;-0.00;-0.00;67.81;0.04;-2.63;0;0;1.49;0;0;1;0;0;0;0.02;0.15;0.21;0.00;0.04;70.44;-0.02;1.43;1;0;1.84;0;0;1;0;0;0;
2019.04.11 00:00;4;0;17.5560;18.2400;0.1091;0.0000;-0.0375;-0.0375;-0.00;0.18;0.81;-0.01;-0.02;46.53;0.00;-0.14;0;0;-0.13;0;0;0;0;0;0;-0.01;0.50;0.10;0.00;-0.00;46.67;0.04;-2.13;0;0;-0.20;0;0;0;0;0;0;0.00;0.45;0.39;-0.00;-0.00;48.80;-0.01;0.65;0;0;-0.07;0;0;0;0;0;0;0.00;0.85;0.01;-0.01;0.01;48.14;-0.00;0.22;0;0;-0.19;0;0;0;0;0;0;0.01;0.61;0.01;0.01;0.00;47.92;-0.10;4.40;0;0;-0.27;0;0;0;0;0;0;-0.00;0.44;0.48;0.00;0.05;59.63;0.01;-0.49;0;0;0.61;0;0;0;0;0;0;0.02;0.16;0.63;-0.03;-0.04;60.13;-0.03;1.76;0;0;0.72;0;0;0;0;0;0;-0.05;0.07;0.15;-0.01;-0.05;58.37;0.12;-8.31;0;0;0.59;0;0;0;0;0;0;-0.00;0.42;0.37;-0.01;-0.00;66.68;0.02;-1.13;0;0;1.27;0;0;1;0;0;0;-0.02;0.04;0.45;-0.00;-0.00;67.81;0.04;-2.63;0;0;1.49;0;0;1;0;0;0;
2019.04.12 00:00;5;0;18.3330;17.5560;0.0538;0.0567;0.0443;0.0443;0.01;0.16;0.36;0.02;0.01;43.06;-0.12;4.45;0;0;-0.74;0;0;0;0;0;0;0.02;0.08;0.10;0.01;0.02;38.61;-0.24;7.47;0;0;-1.36;0;0;0;0;0;1;0.00;0.38;0.60;-0.03;0.02;31.14;-0.01;0.22;0;0;-2.30;0;0;0;0;1;0;-0.04;0.03;0.46;0.00;-0.06;30.92;0.22;-8.89;0;0;-2.61;0;0;0;0;1;0;0.02;0.08;0.20;-0.03;0.00;39.81;-0.26;8.12;0;0;-1.14;0;0;0;0;0;1;-0.04;0.00;0.66;-0.02;-0.09;54.02;0.09;-5.61;0;0;0.09;0;0;0;0;0;0;-0.00;0.44;0.48;0.00;0.05;59.63;0.01;-0.49;0;0;0.61;0;0;0;0;0;0;0.02;0.16;0.63;-0.03;-0.04;60.13;-0.03;1.76;0;0;0.72;0;0;0;0;0;0;-0.05;0.07;0.15;-0.01;-0.05;58.37;0.12;-8.31;0;0;0.59;0;0;0;0;0;0;-0.00;0.42;0.37;-0.01;-0.00;66.68;0.02;-1.13;0;0;1.27;0;0;1;0;0;0;
2019.04.13 00:00;6;0;18.6110;18.2870;0.0204;0.0193;0.0177;0.0177;0.00;0.18;0.70;-0.01;-0.01;56.11;-0.02;0.86;0;0;0.98;0;0;0;0;0;0;0.01;0.59;0.07;0.02;0.02;55.25;-0.04;2.38;0;0;0.93;0;0;0;0;0;0;0.01;0.05;0.44;0.01;0.03;52.87;-0.06;2.83;0;0;0.63;0;0;0;0;0;0;0.03;0.07;0.17;0.03;0.01;50.04;-0.23;9.25;0;0;0.20;0;0;0;0;0;0;0.01;0.16;0.61;-0.01;0.02;40.79;-0.04;1.71;0;0;-1.05;0;0;0;0;0;1;0.04;0.11;0.49;0.02;0.02;58.77;-0.09;4.75;0;0;0.57;0;0;0;0;0;0;-0.04;0.00;0.66;-0.02;-0.09;54.02;0.09;-5.61;0;0;0.09;0;0;0;0;0;0;-0.00;0.44;0.48;0.00;0.05;59.63;0.01;-0.49;0;0;0.61;0;0;0;0;0;0;0.02;0.16;0.63;-0.03;-0.04;60.13;-0.03;1.76;0;0;0.72;0;0;0;0;0;0;-0.05;0.07;0.15;-0.01;-0.05;58.37;0.12;-8.31;0;0;0.59;0;0;0;0;0;0;
2019.04.14 00:00;0;0;19.3870;18.6110;0.0099;0.0693;0.0417;0.0417;0.01;0.10;0.08;0.01;0.00;59.81;-0.07;3.66;0;0;1.41;0;0;1;0;0;0;-0.00;0.59;0.36;-0.00;0.01;56.15;0.00;-0.16;0;0;0.99;0;0;0;0;0;0;0.02;0.26;0.03;0.01;0.01;56.31;-0.10;5.24;0;0;1.05;0;0;1;0;0;0;-0.01;0.32;0.33;-0.00;-0.01;51.07;0.05;-2.71;0;0;0.38;0;0;0;0;0;0;0.00;0.80;0.19;-0.00;0.01;53.78;-0.00;0.25;0;0;0.68;0;0;0;0;0;0;0.02;0.04;0.51;0.00;0.08;60.35;-0.03;1.58;0;0;0.73;0;0;0;0;0;0;0.04;0.11;0.49;0.02;0.02;58.77;-0.09;4.75;0;0;0.57;0;0;0;0;0;0;-0.04;0.00;0.66;-0.02;-0.09;54.02;0.09;-5.61;0;0;0.09;0;0;0;0;0;0;-0.00;0.44;0.48;0.00;0.05;59.63;0.01;-0.49;0;0;0.61;0;0;0;0;0;0;0.02;0.16;0.63;-0.03;-0.04;60.13;-0.03;1.76;0;0;0.72;0;0;0;0;0;0;
2019.04.15 00:00;1;0;19.2670;19.3730;0.0368;0.0210;-0.0055;-0.0055;-0.02;0.10;0.34;0.00;-0.01;63.73;0.13;-9.33;0;0;1.49;0;0;1;0;0;0;0.02;0.05;0.12;0.02;0.02;73.06;-0.07;4.49;1;0;2.26;0;1;0;0;0;0;0.02;0.07;0.28;0.01;-0.00;68.57;-0.06;3.59;0;0;2.01;0;1;0;0;0;0;0.00;0.72;0.27;0.01;0.03;64.99;-0.00;0.05;0;0;1.79;0;0;1;0;0;0;0.03;0.17;0.04;0.03;0.00;64.94;-0.13;7.55;0;0;1.99;0;0;1;0;0;0;0.04;0.35;0.13;0.07;0.03;64.44;-0.07;4.09;0;0;1.37;0;0;1;0;0;0;0.02;0.04;0.51;0.00;0.08;60.35;-0.03;1.58;0;0;0.73;0;0;0;0;0;0;0.04;0.11;0.49;0.02;0.02;58.77;-0.09;4.75;0;0;0.57;0;0;0;0;0;0;-0.04;0.00;0.66;-0.02;-0.09;54.02;0.09;-5.61;0;0;0.09;0;0;0;0;0;0;-0.00;0.44;0.48;0.00;0.05;59.63;0.01;-0.49;0;0;0.61;0;0;0;0;0;0;
2019.04.16 00:00;2;0;19.6410;19.2670;0.0291;0.0250;0.0194;0.0194;0.03;0.16;0.13;0.00;-0.00;56.63;-0.13;6.46;0;0;0.80;0;0;0;0;0;0;-0.03;0.08;0.11;-0.02;-0.03;50.17;0.15;-8.95;0;0;0.09;0;0;0;0;0;0;-0.02;0.15;0.15;-0.00;-0.01;59.12;0.10;-6.79;0;0;0.93;0;0;0;0;0;0;0.01;0.34;0.06;0.01;0.01;65.91;-0.04;2.46;0;0;1.48;0;0;1;0;0;0;-0.00;0.09;0.57;-0.01;0.02;63.45;0.03;-1.81;0;0;1.33;0;0;1;0;0;0;-0.01;0.36;0.54;-0.01;0.01;63.35;0.02;-1.09;0;0;1.14;0;0;1;0;0;0;0.04;0.35;0.13;0.07;0.03;64.44;-0.07;4.09;0;0;1.37;0;0;1;0;0;0;0.02;0.04;0.51;0.00;0.08;60.35;-0.03;1.58;0;0;0.73;0;0;0;0;0;0;0.04;0.11;0.49;0.02;0.02;58.77;-0.09;4.75;0;0;0.57;0;0;0;0;0;0;-0.04;0.00;0.66;-0.02;-0.09;54.02;0.09;-5.61;0;0;0.09;0;0;0;0;0;0;
2019.04.17 00:00;3;0;19.4890;19.6400;0.0193;0.0077;-0.0077;-0.0077;0.01;0.29;0.43;0.01;0.01;60.93;-0.02;1.28;0;0;1.12;0;0;1;0;0;0;0.01;0.24;0.30;0.01;0.01;59.65;-0.04;2.46;0;0;1.00;0;0;0;0;0;0;0.00;0.34;0.61;-0.01;-0.00;57.19;-0.00;0.27;0;0;0.71;0;0;0;0;0;0;0.01;0.58;0.00;0.03;0.02;56.92;-0.05;2.88;0;0;0.74;0;0;0;0;0;0;0.00;0.02;0.75;-0.01;-0.01;54.04;-0.02;1.07;0;0;0.39;0;0;0;0;0;0;0.02;0.10;0.54;-0.00;0.00;65.31;-0.03;1.97;0;0;1.36;0;0;1;0;0;0;-0.01;0.36;0.54;-0.01;0.01;63.35;0.02;-1.09;0;0;1.14;0;0;1;0;0;0;0.04;0.35;0.13;0.07;0.03;64.44;-0.07;4.09;0;0;1.37;0;0;1;0;0;0;0.02;0.04;0.51;0.00;0.08;60.35;-0.03;1.58;0;0;0.73;0;0;0;0;0;0;0.04;0.11;0.49;0.02;0.02;58.77;-0.09;4.75;0;0;0.57;0;0;0;0;0;0;
2019.04.18 00:00;4;0;21.8890;19.4760;0.0022;0.1295;0.1239;0.1239;0.00;0.31;0.59;0.00;0.00;56.88;-0.00;0.25;0;0;0.38;0;0;0;0;0;0;0.00;0.20;0.67;-0.01;-0.00;56.63;-0.01;0.31;0;0;0.39;0;0;0;0;0;0;-0.01;0.04;0.42;0.00;-0.01;56.32;0.07;-4.15;0;0;0.40;0;0;0;0;0;0;0.01;0.02;0.49;-0.00;-0.00;60.47;-0.03;1.59;0;0;1.03;0;0;1;0;0;0;-0.00;0.71;0.23;-0.01;0.00;58.88;0.00;-0.19;0;0;0.79;0;0;0;0;0;0;-0.01;0.28;0.43;0.00;0.03;63.82;0.02;-1.50;0;0;1.14;0;0;1;0;0;0;0.02;0.10;0.54;-0.00;0.00;65.31;-0.03;1.97;0;0;1.36;0;0;1;0;0;0;-0.01;0.36;0.54;-0.01;0.01;63.35;0.02;-1.09;0;0;1.14;0;0;1;0;0;0;0.04;0.35;0.13;0.07;0.03;64.44;-0.07;4.09;0;0;1.37;0;0;1;0;0;0;0.02;0.04;0.51;0.00;0.08;60.35;-0.03;1.58;0;0;0.73;0;0;0;0;0;0;
2019.04.19 00:00;5;0;24.3190;21.8890;0.0351;0.1305;0.1110;0.1110;0.02;0.24;0.02;0.01;0.00;80.11;-0.03;1.96;1;0;2.46;0;1;0;0;0;0;-0.00;0.79;0.17;-0.00;0.05;78.14;0.00;-0.33;1;0;2.60;0;1;0;0;0;0;0.05;0.23;0.01;0.05;0.00;78.47;-0.11;7.70;1;0;3.34;1;0;0;0;0;0;-0.00;0.58;0.25;-0.01;0.05;70.77;0.02;-1.45;1;0;2.63;0;1;0;0;0;0;0.06;0.30;0.00;0.08;0.00;72.22;-0.26;14.73;1;0;3.40;1;0;0;0;0;0;0.12;0.04;0.02;0.11;0.01;73.97;-0.16;10.15;1;0;2.81;0;1;0;0;0;0;-0.01;0.28;0.43;0.00;0.03;63.82;0.02;-1.50;0;0;1.14;0;0;1;0;0;0;0.02;0.10;0.54;-0.00;0.00;65.31;-0.03;1.97;0;0;1.36;0;0;1;0;0;0;-0.01;0.36;0.54;-0.01;0.01;63.35;0.02;-1.09;0;0;1.14;0;0;1;0;0;0;0.04;0.35;0.13;0.07;0.03;64.44;-0.07;4.09;0;0;1.37;0;0;1;0;0;0;
2019.04.20 00:00;6;0;24.8890;24.3190;0.0230;0.0484;0.0234;0.0234;0.01;0.17;0.59;0.01;0.01;84.87;-0.01;0.82;1;0;2.11;0;1;0;0;0;0;0.00;0.19;0.76;-0.02;0.03;84.05;-0.00;0.19;1;0;2.31;0;1;0;0;0;0;0.06;0.33;0.07;0.09;0.04;83.86;-0.06;5.09;1;0;2.73;0;1;0;0;0;0;0.05;0.02;0.06;0.05;0.01;78.77;-0.09;6.29;1;0;2.32;0;1;0;0;0;0;0.01;0.22;0.17;-0.01;0.01;72.48;-0.02;1.53;1;0;1.70;0;0;1;0;0;0;0.11;0.12;0.21;0.12;0.09;80.07;-0.08;6.10;1;0;3.35;1;0;0;0;0;0;0.12;0.04;0.02;0.11;0.01;73.97;-0.16;10.15;1;0;2.81;0;1;0;0;0;0;-0.01;0.28;0.43;0.00;0.03;63.82;0.02;-1.50;0;0;1.14;0;0;1;0;0;0;0.02;0.10;0.54;-0.00;0.00;65.31;-0.03;1.97;0;0;1.36;0;0;1;0;0;0;-0.01;0.36;0.54;-0.01;0.01;63.35;0.02;-1.09;0;0;1.14;0;0;1;0;0;0;
2019.04.21 00:00;0;0;24.0000;24.8690;0.0973;0.0000;-0.0349;-0.0349;0.01;0.03;0.45;0.01;0.00;77.48;-0.02;1.71;1;0;1.29;0;0;1;0;0;0;0.00;0.28;0.62;-0.01;-0.01;75.77;-0.00;0.25;1;0;1.24;0;0;1;0;0;0;-0.01;0.49;0.13;-0.01;0.02;75.52;0.04;-3.49;1;0;1.34;0;0;1;0;0;0;-0.01;0.07;0.61;-0.01;-0.00;79.00;0.07;-6.17;1;0;1.60;0;0;1;0;0;0;0.04;0.28;0.03;0.05;0.01;85.17;-0.04;3.16;1;0;2.00;0;1;0;0;0;0;0.02;0.35;0.32;0.03;0.13;81.18;-0.01;1.11;1;0;2.87;0;1;0;0;0;0;0.11;0.12;0.21;0.12;0.09;80.07;-0.08;6.10;1;0;3.35;1;0;0;0;0;0;0.12;0.04;0.02;0.11;0.01;73.97;-0.16;10.15;1;0;2.81;0;1;0;0;0;0;-0.01;0.28;0.43;0.00;0.03;63.82;0.02;-1.50;0;0;1.14;0;0;1;0;0;0;0.02;0.10;0.54;-0.00;0.00;65.31;-0.03;1.97;0;0;1.36;0;0;1;0;0;0;
2019.04.22 00:00;1;0;23.8000;24.0000;0.0408;0.0265;-0.0083;-0.0083;0.01;0.18;0.37;0.00;-0.00;61.20;-0.04;2.21;0;0;0.51;0;0;0;0;0;0;-0.01;0.26;0.31;-0.00;0.04;58.99;0.04;-2.51;0;0;0.36;0;0;0;0;0;0;0.03;0.11;0.32;0.03;0.01;61.50;-0.11;5.98;0;0;0.58;0;0;0;0;0;0;-0.01;0.10;0.65;-0.02;-0.03;55.52;0.04;-2.54;0;0;0.19;0;0;0;0;0;0;-0.02;0.29;0.21;-0.03;-0.01;58.06;0.07;-4.35;0;0;0.39;0;0;0;0;0;0;-0.03;0.00;0.64;-0.02;-0.06;74.22;0.09;-6.96;1;0;2.08;0;1;0;0;0;0;0.02;0.35;0.32;0.03;0.13;81.18;-0.01;1.11;1;0;2.87;0;1;0;0;0;0;0.11;0.12;0.21;0.12;0.09;80.07;-0.08;6.10;1;0;3.35;1;0;0;0;0;0;0.12;0.04;0.02;0.11;0.01;73.97;-0.16;10.15;1;0;2.81;0;1;0;0;0;0;-0.01;0.28;0.43;0.00;0.03;63.82;0.02;-1.50;0;0;1.14;0;0;1;0;0;0;
2019.04.23 00:00;2;0;22.5460;23.7810;0.0551;0.0350;-0.0519;-0.0519;-0.02;0.00;0.63;-0.01;-0.05;55.55;0.09;-5.19;0;0;-0.45;0;0;0;0;0;0;-0.00;0.41;0.35;-0.00;-0.00;60.74;0.02;-1.19;0;0;0.39;0;0;0;0;0;0;0.00;0.56;0.43;-0.00;0.02;61.93;-0.00;0.04;0;0;0.57;0;0;0;0;0;0;0.01;0.30;0.41;0.02;0.01;61.89;-0.03;1.88;0;0;0.63;0;0;0;0;0;0;0.03;0.02;0.07;0.00;0.01;60.02;-0.08;4.44;0;0;0.45;0;0;0;0;0;0;-0.01;0.39;0.48;-0.01;0.03;72.70;0.02;-1.51;1;0;1.75;0;0;1;0;0;0;-0.03;0.00;0.64;-0.02;-0.06;74.22;0.09;-6.96;1;0;2.08;0;1;0;0;0;0;0.02;0.35;0.32;0.03;0.13;81.18;-0.01;1.11;1;0;2.87;0;1;0;0;0;0;0.11;0.12;0.21;0.12;0.09;80.07;-0.08;6.10;1;0;3.35;1;0;0;0;0;0;0.12;0.04;0.02;0.11;0.01;73.97;-0.16;10.15;1;0;2.81;0;1;0;0;0;0;
2019.04.24 00:00;3;0;22.9700;22.5210;0.0729;0.0266;0.0199;0.0199;-0.02;0.12;0.10;-0.02;-0.02;41.93;0.11;-5.39;0;0;-2.40;0;0;0;0;1;0;-0.03;0.00;0.31;-0.01;-0.03;47.32;0.13;-7.24;0;0;-1.64;0;0;0;0;0;1;-0.00;0.50;0.48;-0.02;-0.01;54.56;0.00;-0.09;0;0;-0.57;0;0;0;0;0;0;-0.00;0.88;0.07;0.03;0.02;54.64;0.01;-0.57;0;0;-0.61;0;0;0;0;0;0;0.01;0.12;0.37;-0.01;-0.01;55.21;-0.06;3.14;0;0;-0.54;0;0;0;0;0;0;-0.05;0.39;0.04;-0.00;-0.02;63.92;0.12;-8.79;0;0;1.08;0;0;1;0;0;0;-0.01;0.39;0.48;-0.01;0.03;72.70;0.02;-1.51;1;0;1.75;0;0;1;0;0;0;-0.03;0.00;0.64;-0.02;-0.06;74.22;0.09;-6.96;1;0;2.08;0;1;0;0;0;0;0.02;0.35;0.32;0.03;0.13;81.18;-0.01;1.11;1;0;2.87;0;1;0;0;0;0;0.11;0.12;0.21;0.12;0.09;80.07;-0.08;6.10;1;0;3.35;1;0;0;0;0;0;
2019.04.25 00:00;4;0;22.4860;22.9880;0.0626;0.0210;-0.0218;-0.0218;0.05;0.11;0.08;0.03;0.02;50.72;-0.29;11.45;0;0;-0.37;0;0;0;0;0;0;-0.01;0.28;0.47;0.00;0.00;39.27;0.04;-1.80;0;0;-1.71;0;0;0;0;0;1;0.00;0.24;0.67;-0.02;0.01;41.07;-0.02;0.93;0;0;-1.65;0;0;0;0;0;1;0.03;0.48;0.19;0.02;0.01;40.14;-0.20;6.66;0;0;-1.91;0;0;0;0;0;1;-0.04;0.00;0.36;-0.02;-0.05;33.48;0.18;-7.53;0;0;-2.92;0;0;0;0;1;0;0.02;0.07;0.73;-0.06;-0.07;65.44;-0.02;1.52;0;0;1.16;0;0;1;0;0;0;-0.05;0.39;0.04;-0.00;-0.02;63.92;0.12;-8.79;0;0;1.08;0;0;1;0;0;0;-0.01;0.39;0.48;-0.01;0.03;72.70;0.02;-1.51;1;0;1.75;0;0;1;0;0;0;-0.03;0.00;0.64;-0.02;-0.06;74.22;0.09;-6.96;1;0;2.08;0;1;0;0;0;0;0.02;0.35;0.32;0.03;0.13;81.18;-0.01;1.11;1;0;2.87;0;1;0;0;0;0;
2019.04.26 00:00;5;0;23.0560;22.4870;0.0372;0.0578;0.0253;0.0253;-0.02;0.15;0.58;-0.00;-0.05;45.79;0.08;-4.16;0;0;-0.69;0;0;0;0;0;0;0.01;0.61;0.03;0.01;0.01;49.95;-0.04;2.05;0;0;-0.28;0;0;0;0;0;0;-0.01;0.09;0.61;-0.00;0.01;47.90;0.03;-1.67;0;0;-0.54;0;0;0;0;0;0;-0.00;0.08;0.91;-0.02;-0.01;49.57;0.00;-0.08;0;0;-0.40;0;0;0;0;0;0;-0.01;0.37;0.38;0.01;-0.00;49.65;0.04;-2.20;0;0;-0.44;0;0;0;0;0;0;-0.02;0.25;0.49;0.02;0.03;62.21;0.05;-3.22;0;0;0.87;0;0;0;0;0;0;0.02;0.07;0.73;-0.06;-0.07;65.44;-0.02;1.52;0;0;1.16;0;0;1;0;0;0;-0.05;0.39;0.04;-0.00;-0.02;63.92;0.12;-8.79;0;0;1.08;0;0;1;0;0;0;-0.01;0.39;0.48;-0.01;0.03;72.70;0.02;-1.51;1;0;1.75;0;0;1;0;0;0;-0.03;0.00;0.64;-0.02;-0.06;74.22;0.09;-6.96;1;0;2.08;0;1;0;0;0;0;
2019.04.27 00:00;6;0;22.4320;23.0560;0.0290;0.0028;-0.0271;-0.0271;0.01;0.08;0.21;0.00;0.02;51.21;-0.06;2.87;0;0;0.44;0;0;0;0;0;0;0.01;0.31;0.41;-0.02;-0.01;48.33;-0.05;2.27;0;0;-0.11;0;0;0;0;0;0;-0.04;0.10;0.00;-0.00;-0.03;46.07;0.17;-9.47;0;0;-0.51;0;0;0;0;0;0;0.01;0.34;0.41;-0.01;0.01;55.54;-0.02;1.28;0;0;0.84;0;0;0;0;0;0;-0.01;0.34;0.52;0.01;0.06;54.26;0.03;-1.60;0;0;0.54;0;0;0;0;0;0;0.03;0.34;0.39;0.01;0.00;64.44;-0.04;2.22;0;0;1.02;0;0;1;0;0;0;-0.02;0.25;0.49;0.02;0.03;62.21;0.05;-3.22;0;0;0.87;0;0;0;0;0;0;0.02;0.07;0.73;-0.06;-0.07;65.44;-0.02;1.52;0;0;1.16;0;0;1;0;0;0;-0.05;0.39;0.04;-0.00;-0.02;63.92;0.12;-8.79;0;0;1.08;0;0;1;0;0;0;-0.01;0.39;0.48;-0.01;0.03;72.70;0.02;-1.51;1;0;1.75;0;0;1;0;0;0;
2019.04.28 00:00;0;0;23.0230;22.4330;0.0006;0.0346;0.0263;0.0263;-0.01;0.01;0.07;-0.00;-0.00;45.54;0.05;-2.24;0;0;-0.68;0;0;0;0;0;0;0.01;0.35;0.19;0.00;0.00;47.77;-0.03;1.39;0;0;-0.07;0;0;0;0;0;0;0.00;0.58;0.12;-0.00;0.00;46.38;-0.02;0.99;0;0;-0.29;0;0;0;0;0;0;-0.01;0.24;0.12;0.00;-0.00;45.39;0.05;-2.52;0;0;-0.46;0;0;0;0;0;0;0.01;0.22;0.45;-0.01;-0.01;47.92;-0.03;1.31;0;0;0.01;0;0;0;0;0;0;-0.03;0.09;0.06;-0.03;0.03;60.26;0.06;-4.18;0;0;0.70;0;0;0;0;0;0;0.03;0.34;0.39;0.01;0.00;64.44;-0.04;2.22;0;0;1.02;0;0;1;0;0;0;-0.02;0.25;0.49;0.02;0.03;62.21;0.05;-3.22;0;0;0.87;0;0;0;0;0;0;0.02;0.07;0.73;-0.06;-0.07;65.44;-0.02;1.52;0;0;1.16;0;0;1;0;0;0;-0.05;0.39;0.04;-0.00;-0.02;63.92;0.12;-8.79;0;0;1.08;0;0;1;0;0;0;
2019.04.29 00:00;1;0;21.6790;23.0170;0.0755;0.0029;-0.0581;-0.0581;0.01;0.35;0.06;0.01;0.00;52.44;-0.06;3.09;0;0;0.57;0;0;0;0;0;0;-0.01;0.09;0.32;-0.00;0.00;49.35;0.04;-2.19;0;0;-0.14;0;0;0;0;0;0;-0.00;0.17;0.70;-0.01;-0.01;51.54;0.02;-0.87;0;0;0.33;0;0;0;0;0;0;-0.00;0.54;0.34;0.00;0.01;52.41;0.01;-0.32;0;0;0.53;0;0;0;0;0;0;0.01;0.29;0.36;0.01;0.02;52.73;-0.03;1.35;0;0;0.66;0;0;0;0;0;0;0.03;0.24;0.02;0.00;0.00;62.72;-0.04;2.47;0;0;0.86;0;0;0;0;0;0;-0.03;0.09;0.06;-0.03;0.03;60.26;0.06;-4.18;0;0;0.70;0;0;0;0;0;0;0.03;0.34;0.39;0.01;0.00;64.44;-0.04;2.22;0;0;1.02;0;0;1;0;0;0;-0.02;0.25;0.49;0.02;0.03;62.21;0.05;-3.22;0;0;0.87;0;0;0;0;0;0;0.02;0.07;0.73;-0.06;-0.07;65.44;-0.02;1.52;0;0;1.16;0;0;1;0;0;0;
2019.04.30 00:00;2;0;22.0390;21.6850;0.0164;0.0284;0.0163;0.0163;-0.00;0.30;0.59;-0.01;-0.01;36.83;0.02;-0.64;0;0;-2.03;0;0;0;0;1;0;0.00;0.70;0.12;-0.00;0.01;37.47;-0.05;1.72;0;0;-2.17;0;0;0;0;1;0;-0.02;0.02;0.41;-0.02;-0.03;35.75;0.12;-4.79;0;0;-2.72;0;0;0;0;1;0;-0.02;0.07;0.17;-0.01;-0.03;40.54;0.14;-6.58;0;0;-2.03;0;0;0;0;1;0;-0.01;0.07;0.23;-0.01;-0.01;47.12;0.05;-2.72;0;0;-0.63;0;0;0;0;0;0;-0.06;0.04;0.22;-0.01;-0.05;54.45;0.13;-8.27;0;0;0.25;0;0;0;0;0;0;0.03;0.24;0.02;0.00;0.00;62.72;-0.04;2.47;0;0;0.86;0;0;0;0;0;0;-0.03;0.09;0.06;-0.03;0.03;60.26;0.06;-4.18;0;0;0.70;0;0;0;0;0;0;0.03;0.34;0.39;0.01;0.00;64.44;-0.04;2.22;0;0;1.02;0;0;1;0;0;0;-0.02;0.25;0.49;0.02;0.03;62.21;0.05;-3.22;0;0;0.87;0;0;0;0;0;0;
