datetime;day;hour;close_current;open_current;move_down;move_up;percent;percent_10;in_1;in_2;in_3;in_4;in_5;in_6;in_7;in_8;in_9;in_10;in_11;in_12;in_13;in_14;in_15;in_16;in_17;in_18;in_19;in_20;in_21;in_22;in_23;in_24;in_25;in_26;in_27;in_28;in_29;in_30;in_31;in_32;in_33;in_34;in_35;in_36;in_37;in_38;in_39;in_40;in_41;in_42;in_43;in_44;in_45;in_46;in_47;in_48;in_49;in_50;in_51;in_52;in_53;in_54;in_55;in_56;in_57;in_58;in_59;in_60;in_61;in_62;in_63;in_64;in_65;in_66;in_67;in_68;in_69;in_70;in_71;in_72;in_73;in_74;in_75;in_76;in_77;in_78;in_79;in_80;in_81;in_82;in_83;in_84;in_85;in_86;in_87;in_88;in_89;in_90;in_91;in_92;in_93;in_94;in_95;in_96;in_97;in_98;in_99;in_100;in_101;in_102;in_103;in_104;in_105;in_106;in_107;in_108;in_109;in_110;in_111;in_112;in_113;in_114;in_115;in_116;in_117;in_118;in_119;in_120;in_121;in_122;in_123;in_124;in_125;in_126;in_127;in_128;in_129;in_130;in_131;in_132;in_133;in_134;in_135;in_136;in_137;in_138;in_139;in_140;in_141;in_142;in_143;in_144;in_145;in_146;in_147;in_148;in_149;in_150;in_151;in_152;in_153;in_154;in_155;in_156;in_157;in_158;in_159;in_160;in_161;in_162;in_163;in_164;in_165;in_166;in_167;in_168;in_169;in_170
2018.11.13 00:00;2;0;6457.6600;6451.6800;0.0094;0.0072;0.0009;0.0009;-0.00;0.07;0.79;-0.00;-0.00;50.39;0.03;-1.33;0;0;0.91;0;0;0;0;0;0;0.00;0.19;0.58;-0.00;-0.00;51.72;-0.03;1.42;0;0;0.90;0;0;0;0;0;0;0.00;0.71;0.00;0.00;0.00;50.30;-0.06;2.83;0;0;0.49;0;0;0;0;0;0;-0.00;0.35;0.29;-0.00;-0.00;47.46;0.03;-1.62;0;0;-0.10;0;0;0;0;0;0;-0.00;0.33;0.36;-0.01;-0.00;49.08;0.03;-1.60;0;0;0.11;0;0;0;0;0;0;0.00;0.58;0.39;0.01;0.01;47.59;-0.01;0.25;0;0;-0.23;0;0;0;0;0;0;0.00;0.12;0.75;-0.00;-0.01;47.34;-0.03;1.24;0;0;-0.34;0;0;0;0;0;0;0.00;0.66;0.14;-0.01;0.00;46.10;-0.02;0.93;0;0;-0.62;0;0;0;0;0;0;-0.01;0.26;0.24;-0.01;-0.01;45.17;0.07;-3.58;0;0;-0.84;0;0;0;0;0;0;-0.01;0.12;0.09;-0.00;-0.01;48.75;0.12;-6.73;0;0;-0.19;0;0;0;0;0;0;
2018.11.14 00:00;3;0;5922.4100;6458.9800;0.1242;0.0037;-0.0831;-0.0831;-0.00;0.89;0.00;-0.00;0.00;51.40;0.02;-0.99;0;0;0.78;0;0;0;0;0;0;0.00;0.68;0.32;0.00;0.00;52.39;-0.01;0.43;0;0;1.02;0;0;1;0;0;0;0.00;0.38;0.22;0.00;0.00;51.97;-0.08;3.90;0;0;1.01;0;0;1;0;0;0;-0.00;0.16;0.39;-0.00;-0.00;48.07;0.08;-4.17;0;0;0.20;0;0;0;0;0;0;0.00;0.36;0.24;0.00;0.01;52.24;-0.09;4.25;0;0;1.18;0;0;1;0;0;0;0.00;0.38;0.57;0.00;-0.00;47.97;-0.01;0.38;0;0;-0.09;0;0;0;0;0;0;0.00;0.58;0.39;0.01;0.01;47.59;-0.01;0.25;0;0;-0.23;0;0;0;0;0;0;0.00;0.12;0.75;-0.00;-0.01;47.34;-0.03;1.24;0;0;-0.34;0;0;0;0;0;0;0.00;0.66;0.14;-0.01;0.00;46.10;-0.02;0.93;0;0;-0.62;0;0;0;0;0;0;-0.01;0.26;0.24;-0.01;-0.01;45.17;0.07;-3.58;0;0;-0.84;0;0;0;0;0;0;
2018.11.15 00:00;4;0;5753.4000;5917.2000;0.0868;0.0038;-0.0277;-0.0277;0.01;0.01;0.76;-0.06;-0.01;18.43;-0.61;6.95;0;1;-2.83;0;0;0;0;1;0;-0.06;0.07;0.29;-0.02;-0.08;11.48;0.50;-11.44;0;1;-4.23;0;0;0;1;0;0;-0.02;0.08;0.15;-0.01;-0.02;22.92;0.37;-13.67;0;1;-4.03;0;0;0;1;0;0;-0.01;0.10;0.29;0.00;-0.02;36.59;0.33;-18.43;0;0;-2.53;0;0;0;0;1;0;0.00;0.12;0.33;-0.00;-0.00;55.02;-0.07;3.62;0;0;1.43;0;0;1;0;0;0;-0.08;0.03;0.32;-0.00;-0.11;25.20;0.47;-22.76;0;1;-3.97;0;0;0;1;0;0;0.00;0.38;0.57;0.00;-0.00;47.97;-0.01;0.38;0;0;-0.09;0;0;0;0;0;0;0.00;0.58;0.39;0.01;0.01;47.59;-0.01;0.25;0;0;-0.23;0;0;0;0;0;0;0.00;0.12;0.75;-0.00;-0.01;47.34;-0.03;1.24;0;0;-0.34;0;0;0;0;0;0;0.00;0.66;0.14;-0.01;0.00;46.10;-0.02;0.93;0;0;-0.62;0;0;0;0;0;0;
2018.11.16 00:00;5;0;5655.9400;5757.0900;0.0361;0.0045;-0.0176;-0.0176;0.01;0.07;0.59;0.00;0.00;27.78;-0.24;5.46;0;1;-1.28;0;0;0;0;0;1;0.00;0.36;0.56;0.01;0.03;22.32;-0.06;1.34;0;1;-1.61;0;0;0;0;0;1;0.02;0.17;0.57;-0.01;-0.02;20.98;-0.59;7.75;0;1;-1.86;0;0;0;0;0;1;-0.03;0.10;0.20;-0.00;-0.02;13.22;0.18;-2.97;0;1;-2.44;0;0;0;0;1;0;0.00;0.18;0.72;-0.03;-0.01;16.19;-0.10;1.49;0;1;-2.32;0;0;0;0;1;0;-0.03;0.04;0.65;-0.08;-0.04;21.70;0.14;-3.50;0;1;-3.41;0;0;0;1;0;0;-0.08;0.03;0.32;-0.00;-0.11;25.20;0.47;-22.76;0;1;-3.97;0;0;0;1;0;0;0.00;0.38;0.57;0.00;-0.00;47.97;-0.01;0.38;0;0;-0.09;0;0;0;0;0;0;0.00;0.58;0.39;0.01;0.01;47.59;-0.01;0.25;0;0;-0.23;0;0;0;0;0;0;0.00;0.12;0.75;-0.00;-0.01;47.34;-0.03;1.24;0;0;-0.34;0;0;0;0;0;0;
2018.11.17 00:00;6;0;5628.2900;5650.5700;0.0151;0.0011;-0.0039;-0.0039;0.01;0.11;0.65;-0.00;-0.01;28.26;-0.11;2.85;0;1;-0.89;0;0;0;0;0;0;-0.00;0.67;0.09;-0.00;-0.00;25.41;0.02;-0.61;0;1;-1.06;0;0;0;0;0;1;-0.00;0.48;0.09;-0.00;0.01;26.02;0.03;-0.80;0;1;-1.11;0;0;0;0;0;1;0.00;0.21;0.59;-0.01;-0.01;26.82;-0.10;2.50;0;1;-1.15;0;0;0;0;0;1;-0.02;0.00;0.08;-0.01;-0.01;24.32;0.10;-2.71;0;1;-1.34;0;0;0;0;0;1;-0.02;0.11;0.46;-0.03;0.03;19.98;0.08;-1.72;0;1;-2.91;0;0;0;0;1;0;-0.03;0.04;0.65;-0.08;-0.04;21.70;0.14;-3.50;0;1;-3.41;0;0;0;1;0;0;-0.08;0.03;0.32;-0.00;-0.11;25.20;0.47;-22.76;0;1;-3.97;0;0;0;1;0;0;0.00;0.38;0.57;0.00;-0.00;47.97;-0.01;0.38;0;0;-0.09;0;0;0;0;0;0;0.00;0.58;0.39;0.01;0.01;47.59;-0.01;0.25;0;0;-0.23;0;0;0;0;0;0;
2018.11.18 00:00;0;0;5662.0000;5630.4900;0.0024;0.0191;0.0056;0.0056;0.00;0.15;0.51;-0.00;-0.00;32.66;-0.06;1.81;0;0;-0.55;0;0;0;0;0;0;0.00;0.77;0.05;0.00;0.00;30.84;-0.04;1.18;0;0;-0.66;0;0;0;0;0;0;-0.00;0.38;0.31;-0.00;0.00;29.66;0.02;-0.67;0;1;-0.76;0;0;0;0;0;0;-0.00;0.02;0.65;-0.00;0.00;30.33;0.03;-0.93;0;0;-0.77;0;0;0;0;0;0;0.01;0.11;0.12;-0.00;-0.00;31.26;-0.23;5.91;0;0;-0.78;0;0;0;0;0;0;-0.00;0.07;0.69;-0.02;0.00;19.50;0.02;-0.47;0;1;-2.44;0;0;0;0;1;0;-0.02;0.11;0.46;-0.03;0.03;19.98;0.08;-1.72;0;1;-2.91;0;0;0;0;1;0;-0.03;0.04;0.65;-0.08;-0.04;21.70;0.14;-3.50;0;1;-3.41;0;0;0;1;0;0;-0.08;0.03;0.32;-0.00;-0.11;25.20;0.47;-22.76;0;1;-3.97;0;0;0;1;0;0;0.00;0.38;0.57;0.00;-0.00;47.97;-0.01;0.38;0;0;-0.09;0;0;0;0;0;0;
2018.11.19 00:00;1;0;4910.0300;5661.9400;0.1425;0.0004;-0.1328;-0.1328;-0.00;0.01;0.60;-0.01;-0.00;39.42;0.05;-1.89;0;0;0.29;0;0;0;0;0;0;0.01;0.50;0.05;0.02;0.00;41.32;-0.14;5.20;0;0;0.69;0;0;0;0;0;0;0.00;0.39;0.23;-0.00;0.00;36.12;-0.05;1.64;0;0;-0.32;0;0;0;0;0;0;-0.01;0.04;0.22;-0.00;-0.01;34.48;0.06;-2.08;0;0;-0.57;0;0;0;0;0;0;-0.00;0.43;0.24;-0.00;0.00;36.56;0.02;-0.66;0;0;-0.24;0;0;0;0;0;0;0.01;0.63;0.11;0.01;0.01;21.93;-0.12;2.43;0;1;-1.99;0;0;0;0;0;1;-0.00;0.07;0.69;-0.02;0.00;19.50;0.02;-0.47;0;1;-2.44;0;0;0;0;1;0;-0.02;0.11;0.46;-0.03;0.03;19.98;0.08;-1.72;0;1;-2.91;0;0;0;0;1;0;-0.03;0.04;0.65;-0.08;-0.04;21.70;0.14;-3.50;0;1;-3.41;0;0;0;1;0;0;-0.08;0.03;0.32;-0.00;-0.11;25.20;0.47;-22.76;0;1;-3.97;0;0;0;1;0;0;
2018.11.20 00:00;2;0;4558.8600;4913.4000;0.1196;0.0274;-0.0722;-0.0722;-0.03;0.22;0.20;-0.02;-0.03;13.99;0.16;-2.71;0;1;-3.02;0;0;0;1;0;0;-0.03;0.12;0.27;-0.02;-0.03;16.70;0.15;-2.84;0;1;-3.17;0;0;0;1;0;0;-0.02;0.13;0.25;-0.02;-0.02;19.55;0.16;-3.62;0;1;-3.38;0;0;0;1;0;0;-0.02;0.00;0.38;-0.02;-0.03;23.17;0.18;-5.04;0;1;-3.47;0;0;0;1;0;0;-0.02;0.02;0.34;-0.01;-0.02;28.22;0.19;-6.44;0;1;-3.10;0;0;0;1;0;0;-0.13;0.00;0.07;-0.01;-0.14;12.72;0.42;-9.22;0;1;-3.11;0;0;0;1;0;0;0.01;0.63;0.11;0.01;0.01;21.93;-0.12;2.43;0;1;-1.99;0;0;0;0;0;1;-0.00;0.07;0.69;-0.02;0.00;19.50;0.02;-0.47;0;1;-2.44;0;0;0;0;1;0;-0.02;0.11;0.46;-0.03;0.03;19.98;0.08;-1.72;0;1;-2.91;0;0;0;0;1;0;-0.03;0.04;0.65;-0.08;-0.04;21.70;0.14;-3.50;0;1;-3.41;0;0;0;1;0;0;
2018.11.21 00:00;3;0;4661.0700;4559.9100;0.0320;0.0498;0.0222;0.0222;-0.02;0.00;0.67;-0.06;-0.07;28.36;0.07;-1.98;0;1;-1.78;0;0;0;0;0;1;-0.06;0.07;0.12;0.00;0.03;30.34;0.16;-5.65;0;0;-1.73;0;0;0;0;0;1;0.10;0.01;0.02;0.05;0.02;35.99;-2.03;24.09;0;0;-1.19;0;0;0;0;0;1;-0.03;0.12;0.35;-0.05;-0.04;11.89;0.13;-1.72;0;1;-2.57;0;0;0;0;1;0;-0.06;0.06;0.19;-0.01;-0.06;13.62;0.24;-4.27;0;1;-2.70;0;0;0;0;1;0;-0.07;0.19;0.32;-0.11;-0.11;10.50;0.17;-2.22;0;1;-2.91;0;0;0;0;1;0;-0.13;0.00;0.07;-0.01;-0.14;12.72;0.42;-9.22;0;1;-3.11;0;0;0;1;0;0;0.01;0.63;0.11;0.01;0.01;21.93;-0.12;2.43;0;1;-1.99;0;0;0;0;0;1;-0.00;0.07;0.69;-0.02;0.00;19.50;0.02;-0.47;0;1;-2.44;0;0;0;0;1;0;-0.02;0.11;0.46;-0.03;0.03;19.98;0.08;-1.72;0;1;-2.91;0;0;0;0;1;0;
2018.11.22 00:00;4;0;4370.0000;4661.0800;0.0700;0.0130;-0.0624;-0.0624;0.03;0.17;0.33;0.01;-0.01;35.85;-0.19;5.74;0;0;-0.83;0;0;0;0;0;0;-0.02;0.19;0.24;-0.01;-0.00;30.11;0.06;-2.03;0;0;-1.18;0;0;0;0;0;1;0.00;0.37;0.58;-0.02;-0.02;32.14;-0.01;0.42;0;0;-1.08;0;0;0;0;0;1;-0.01;0.72;0.10;0.03;0.03;31.72;0.02;-0.63;0;0;-1.21;0;0;0;0;0;1;0.00;0.04;0.85;-0.01;0.02;32.35;-0.03;0.80;0;0;-1.26;0;0;0;0;0;1;0.02;0.34;0.39;-0.05;0.02;15.14;-0.44;4.64;0;1;-2.25;0;0;0;0;1;0;-0.07;0.19;0.32;-0.11;-0.11;10.50;0.17;-2.22;0;1;-2.91;0;0;0;0;1;0;-0.13;0.00;0.07;-0.01;-0.14;12.72;0.42;-9.22;0;1;-3.11;0;0;0;1;0;0;0.01;0.63;0.11;0.01;0.01;21.93;-0.12;2.43;0;1;-1.99;0;0;0;0;0;1;-0.00;0.07;0.69;-0.02;0.00;19.50;0.02;-0.47;0;1;-2.44;0;0;0;0;1;0;
2018.11.23 00:00;5;0;4420.6100;4370.9000;0.0339;0.0259;0.0114;0.0114;-0.03;0.34;0.14;0.00;-0.03;27.91;0.11;-3.33;0;1;-1.47;0;0;0;0;0;1;-0.01;0.16;0.14;-0.00;0.00;31.24;0.06;-1.94;0;0;-1.01;0;0;0;0;0;1;0.00;0.28;0.70;-0.01;-0.01;33.17;-0.00;0.14;0;0;-0.82;0;0;0;0;0;0;-0.01;0.11;0.37;-0.00;-0.02;33.03;0.06;-1.98;0;0;-0.87;0;0;0;0;0;0;-0.00;0.31;0.57;-0.01;-0.00;35.01;0.01;-0.19;0;0;-0.75;0;0;0;0;0;0;-0.06;0.16;0.09;-0.01;-0.02;13.06;0.14;-2.08;0;1;-2.26;0;0;0;0;1;0;0.02;0.34;0.39;-0.05;0.02;15.14;-0.44;4.64;0;1;-2.25;0;0;0;0;1;0;-0.07;0.19;0.32;-0.11;-0.11;10.50;0.17;-2.22;0;1;-2.91;0;0;0;0;1;0;-0.13;0.00;0.07;-0.01;-0.14;12.72;0.42;-9.22;0;1;-3.11;0;0;0;1;0;0;0.01;0.63;0.11;0.01;0.01;21.93;-0.12;2.43;0;1;-1.99;0;0;0;0;0;1;
2018.11.24 00:00;6;0;3932.4400;4415.6300;0.1338;0.0252;-0.1094;-0.1094;0.01;0.35;0.30;0.01;0.01;34.84;-0.11;3.52;0;0;-0.86;0;0;0;0;0;0;-0.01;0.04;0.67;-0.00;-0.01;31.32;0.03;-1.10;0;0;-1.28;0;0;0;0;0;1;0.00;0.27;0.62;-0.01;-0.00;32.41;-0.02;0.59;0;0;-1.11;0;0;0;0;0;1;0.01;0.67;0.02;0.01;0.03;31.83;-0.09;2.75;0;0;-1.24;0;0;0;0;0;1;0.01;0.33;0.47;-0.01;-0.00;29.08;-0.09;2.42;0;1;-1.49;0;0;0;0;0;1;0.01;0.24;0.57;-0.05;-0.03;15.24;-0.17;2.18;0;1;-1.89;0;0;0;0;0;1;-0.06;0.16;0.09;-0.01;-0.02;13.06;0.14;-2.08;0;1;-2.26;0;0;0;0;1;0;0.02;0.34;0.39;-0.05;0.02;15.14;-0.44;4.64;0;1;-2.25;0;0;0;0;1;0;-0.07;0.19;0.32;-0.11;-0.11;10.50;0.17;-2.22;0;1;-2.91;0;0;0;0;1;0;-0.13;0.00;0.07;-0.01;-0.14;12.72;0.42;-9.22;0;1;-3.11;0;0;0;1;0;0;
2018.11.25 00:00;0;0;4085.7800;3933.6800;0.0714;0.0761;0.0387;0.0387;-0.08;0.05;0.23;-0.02;-0.10;20.41;0.31;-9.00;0;1;-3.19;0;0;0;1;0;0;-0.02;0.00;0.13;-0.01;-0.02;29.41;0.12;-4.11;0;1;-1.70;0;0;0;0;0;1;-0.00;0.19;0.54;-0.01;-0.01;33.52;0.02;-0.72;0;0;-1.04;0;0;0;0;0;1;-0.00;0.68;0.32;-0.00;0.00;34.24;0.00;-0.02;0;0;-0.99;0;0;0;0;0;0;-0.01;0.22;0.29;-0.01;-0.01;34.27;0.06;-2.26;0;0;-1.08;0;0;0;0;0;1;-0.11;0.16;0.15;0.01;-0.09;12.09;0.21;-3.15;0;1;-2.14;0;0;0;0;1;0;0.01;0.24;0.57;-0.05;-0.03;15.24;-0.17;2.18;0;1;-1.89;0;0;0;0;0;1;-0.06;0.16;0.09;-0.01;-0.02;13.06;0.14;-2.08;0;1;-2.26;0;0;0;0;1;0;0.02;0.34;0.39;-0.05;0.02;15.14;-0.44;4.64;0;1;-2.25;0;0;0;0;1;0;-0.07;0.19;0.32;-0.11;-0.11;10.50;0.17;-2.22;0;1;-2.91;0;0;0;0;1;0;
2018.11.26 00:00;1;0;3862.2000;4088.6900;0.0948;0.0287;-0.0554;-0.0554;0.03;0.49;0.06;0.05;0.03;39.19;-0.26;8.15;0;0;-0.67;0;0;0;0;0;0;0.02;0.36;0.33;0.00;-0.01;31.04;-0.18;4.63;0;0;-1.29;0;0;0;0;0;1;-0.01;0.68;0.16;-0.00;0.05;26.42;0.03;-0.75;0;1;-1.68;0;0;0;0;0;1;0.01;0.33;0.56;0.04;-0.02;27.16;-0.12;2.85;0;1;-1.75;0;0;0;0;0;1;0.03;0.04;0.25;-0.03;-0.00;24.31;-0.38;6.70;0;1;-2.18;0;0;0;0;1;0;0.04;0.25;0.48;-0.06;-0.04;17.83;-0.47;5.74;0;1;-1.72;0;0;0;0;0;1;-0.11;0.16;0.15;0.01;-0.09;12.09;0.21;-3.15;0;1;-2.14;0;0;0;0;1;0;0.01;0.24;0.57;-0.05;-0.03;15.24;-0.17;2.18;0;1;-1.89;0;0;0;0;0;1;-0.06;0.16;0.09;-0.01;-0.02;13.06;0.14;-2.08;0;1;-2.26;0;0;0;0;1;0;0.02;0.34;0.39;-0.05;0.02;15.14;-0.44;4.64;0;1;-2.25;0;0;0;0;1;0;
2018.11.27 00:00;2;0;3875.2100;3864.4500;0.0454;0.0196;0.0028;0.0028;-0.01;0.00;0.77;-0.02;0.00;34.06;0.04;-1.34;0;0;-1.12;0;0;0;0;0;1;0.02;0.29;0.48;-0.02;-0.03;35.40;-0.13;4.18;0;0;-1.05;0;0;0;0;0;1;-0.06;0.01;0.05;-0.01;-0.04;31.22;0.19;-7.42;0;0;-1.45;0;0;0;0;0;1;-0.01;0.08;0.69;-0.02;-0.01;38.64;0.03;-1.09;0;0;-0.60;0;0;0;0;0;0;-0.01;0.44;0.35;-0.00;-0.00;39.74;0.03;-1.28;0;0;-0.54;0;0;0;0;0;0;-0.06;0.23;0.32;-0.01;0.01;16.17;0.09;-1.66;0;1;-1.74;0;0;0;0;0;1;0.04;0.25;0.48;-0.06;-0.04;17.83;-0.47;5.74;0;1;-1.72;0;0;0;0;0;1;-0.11;0.16;0.15;0.01;-0.09;12.09;0.21;-3.15;0;1;-2.14;0;0;0;0;1;0;0.01;0.24;0.57;-0.05;-0.03;15.24;-0.17;2.18;0;1;-1.89;0;0;0;0;0;1;-0.06;0.16;0.09;-0.01;-0.02;13.06;0.14;-2.08;0;1;-2.26;0;0;0;0;1;0;
2018.11.28 00:00;3;0;4264.8500;3875.6300;0.0004;0.1339;0.1004;0.1004;0.01;0.43;0.21;0.02;0.01;39.95;-0.10;3.48;0;0;-0.48;0;0;0;0;0;0;0.01;0.43;0.23;0.00;0.00;36.47;-0.09;2.86;0;0;-0.81;0;0;0;0;0;0;0.01;0.63;0.18;-0.00;0.01;33.61;-0.05;1.50;0;0;-1.07;0;0;0;0;0;1;-0.02;0.06;0.40;-0.02;-0.02;32.11;0.09;-3.03;0;0;-1.25;0;0;0;0;0;1;0.01;0.46;0.22;0.01;-0.00;35.15;-0.09;2.89;0;0;-0.96;0;0;0;0;0;0;0.00;0.26;0.70;-0.06;-0.00;16.66;-0.03;0.49;0;1;-1.54;0;0;0;0;0;1;-0.06;0.23;0.32;-0.01;0.01;16.17;0.09;-1.66;0;1;-1.74;0;0;0;0;0;1;0.04;0.25;0.48;-0.06;-0.04;17.83;-0.47;5.74;0;1;-1.72;0;0;0;0;0;1;-0.11;0.16;0.15;0.01;-0.09;12.09;0.21;-3.15;0;1;-2.14;0;0;0;0;1;0;0.01;0.24;0.57;-0.05;-0.03;15.24;-0.17;2.18;0;1;-1.89;0;0;0;0;0;1;
2018.11.29 00:00;4;0;4295.8400;4262.0600;0.0320;0.0442;0.0079;0.0079;-0.02;0.30;0.38;0.00;0.00;58.15;0.06;-3.84;0;0;1.75;0;0;1;0;0;0;0.02;0.29;0.33;0.02;0.03;62.00;-0.05;3.08;0;0;2.43;0;1;0;0;0;0;0.04;0.19;0.14;0.04;0.01;58.91;-0.14;7.01;0;0;2.34;0;1;0;0;0;0;-0.00;0.23;0.63;-0.00;0.03;51.90;0.02;-0.85;0;0;1.46;0;0;1;0;0;0;0.04;0.18;0.11;0.05;0.01;52.76;-0.21;9.01;0;0;1.34;0;0;1;0;0;0;0.10;0.25;0.00;0.12;0.05;29.78;-0.79;13.12;0;1;-1.05;0;0;0;0;0;1;0.00;0.26;0.70;-0.06;-0.00;16.66;-0.03;0.49;0;1;-1.54;0;0;0;0;0;1;-0.06;0.23;0.32;-0.01;0.01;16.17;0.09;-1.66;0;1;-1.74;0;0;0;0;0;1;0.04;0.25;0.48;-0.06;-0.04;17.83;-0.47;5.74;0;1;-1.72;0;0;0;0;0;1;-0.11;0.16;0.15;0.01;-0.09;12.09;0.21;-3.15;0;1;-2.14;0;0;0;0;1;0;
2018.11.30 00:00;5;0;4041.3200;4295.7200;0.0821;0.0106;-0.0592;-0.0592;0.01;0.13;0.53;-0.02;-0.01;56.56;-0.04;2.07;0;0;1.20;0;0;1;0;0;0;-0.01;0.64;0.23;-0.00;-0.01;54.49;0.02;-1.27;0;0;1.03;0;0;1;0;0;0;-0.03;0.16;0.24;-0.01;0.01;55.76;0.10;-5.88;0;0;1.22;0;0;1;0;0;0;0.04;0.25;0.10;0.04;0.02;61.64;-0.12;6.64;0;0;1.92;0;0;1;0;0;0;0.01;0.35;0.27;-0.01;-0.00;54.99;-0.04;2.14;0;0;1.21;0;0;1;0;0;0;0.01;0.48;0.42;0.01;0.06;30.71;-0.03;0.93;0;0;-0.93;0;0;0;0;0;0;0.10;0.25;0.00;0.12;0.05;29.78;-0.79;13.12;0;1;-1.05;0;0;0;0;0;1;0.00;0.26;0.70;-0.06;-0.00;16.66;-0.03;0.49;0;1;-1.54;0;0;0;0;0;1;-0.06;0.23;0.32;-0.01;0.01;16.17;0.09;-1.66;0;1;-1.74;0;0;0;0;0;1;0.04;0.25;0.48;-0.06;-0.04;17.83;-0.47;5.74;0;1;-1.72;0;0;0;0;0;1;
2018.12.01 00:00;6;0;4190.0200;4041.2700;0.0194;0.0640;0.0368;0.0368;0.00;0.16;0.80;-0.01;-0.02;44.55;-0.01;0.29;0;0;-0.38;0;0;0;0;0;0;0.00;0.75;0.16;0.00;0.02;44.26;-0.01;0.50;0;0;-0.34;0;0;0;0;0;0;0.00;0.41;0.54;-0.04;-0.01;43.76;-0.01;0.24;0;0;-0.32;0;0;0;0;0;0;-0.05;0.12;0.13;-0.02;-0.05;43.52;0.17;-9.08;0;0;-0.30;0;0;0;0;0;0;-0.02;0.33;0.15;-0.00;0.00;52.61;0.07;-3.75;0;0;0.70;0;0;0;0;0;0;-0.06;0.11;0.25;-0.02;-0.04;27.48;0.11;-3.23;0;1;-1.09;0;0;0;0;0;1;0.01;0.48;0.42;0.01;0.06;30.71;-0.03;0.93;0;0;-0.93;0;0;0;0;0;0;0.10;0.25;0.00;0.12;0.05;29.78;-0.79;13.12;0;1;-1.05;0;0;0;0;0;1;0.00;0.26;0.70;-0.06;-0.00;16.66;-0.03;0.49;0;1;-1.54;0;0;0;0;0;1;-0.06;0.23;0.32;-0.01;0.01;16.17;0.09;-1.66;0;1;-1.74;0;0;0;0;0;1;
2018.12.02 00:00;0;0;4161.0100;4190.9800;0.0210;0.0291;-0.0072;-0.0072;-0.02;0.08;0.14;-0.00;-0.01;52.56;0.09;-5.13;0;0;0.06;0;0;0;0;0;0;0.01;0.30;0.04;0.02;0.01;57.69;-0.05;2.69;0;0;0.83;0;0;0;0;0;0;0.01;0.21;0.12;0.01;0.04;55.00;-0.04;2.14;0;0;0.44;0;0;0;0;0;0;0.04;0.12;0.00;0.04;0.01;52.86;-0.25;10.52;0;0;0.20;0;0;0;0;0;0;-0.01;0.06;0.49;-0.01;-0.01;42.34;0.04;-1.67;0;0;-0.89;0;0;0;0;0;0;0.04;0.33;0.23;-0.01;0.01;31.98;-0.16;4.51;0;0;-0.86;0;0;0;0;0;0;-0.06;0.11;0.25;-0.02;-0.04;27.48;0.11;-3.23;0;1;-1.09;0;0;0;0;0;1;0.01;0.48;0.42;0.01;0.06;30.71;-0.03;0.93;0;0;-0.93;0;0;0;0;0;0;0.10;0.25;0.00;0.12;0.05;29.78;-0.79;13.12;0;1;-1.05;0;0;0;0;0;1;0.00;0.26;0.70;-0.06;-0.00;16.66;-0.03;0.49;0;1;-1.54;0;0;0;0;0;1;
2018.12.03 00:00;1;0;3884.0100;4160.5500;0.0802;0.0044;-0.0665;-0.0665;-0.00;0.63;0.23;0.02;-0.00;50.46;0.03;-1.41;0;0;-0.10;0;0;0;0;0;0;0.00;0.19;0.72;-0.00;0.00;51.87;-0.01;0.35;0;0;0.06;0;0;0;0;0;0;0.01;0.42;0.27;-0.01;0.01;51.52;-0.03;1.45;0;0;0.01;0;0;0;0;0;0;-0.01;0.46;0.35;0.01;-0.00;50.07;0.03;-1.76;0;0;-0.24;0;0;0;0;0;0;-0.01;0.11;0.65;-0.02;-0.01;51.84;0.02;-1.25;0;0;-0.05;0;0;0;0;0;0;-0.01;0.58;0.28;0.00;0.04;31.57;0.01;-0.41;0;0;-0.82;0;0;0;0;0;0;0.04;0.33;0.23;-0.01;0.01;31.98;-0.16;4.51;0;0;-0.86;0;0;0;0;0;0;-0.06;0.11;0.25;-0.02;-0.04;27.48;0.11;-3.23;0;1;-1.09;0;0;0;0;0;1;0.01;0.48;0.42;0.01;0.06;30.71;-0.03;0.93;0;0;-0.93;0;0;0;0;0;0;0.10;0.25;0.00;0.12;0.05;29.78;-0.79;13.12;0;1;-1.05;0;0;0;0;0;1;
