datetime;day;hour;close_current;open_current;move_down;move_up;percent;percent_10;in_1;in_2;in_3;in_4;in_5;in_6;in_7;in_8;in_9;in_10;in_11;in_12;in_13;in_14;in_15;in_16;in_17;in_18;in_19;in_20;in_21;in_22;in_23;in_24;in_25;in_26;in_27;in_28;in_29;in_30;in_31;in_32;in_33;in_34;in_35;in_36;in_37;in_38;in_39;in_40;in_41;in_42;in_43;in_44;in_45;in_46;in_47;in_48;in_49;in_50;in_51;in_52;in_53;in_54;in_55;in_56;in_57;in_58;in_59;in_60;in_61;in_62;in_63;in_64;in_65;in_66;in_67;in_68;in_69;in_70;in_71;in_72;in_73;in_74;in_75;in_76;in_77;in_78;in_79;in_80;in_81;in_82;in_83;in_84;in_85;in_86;in_87;in_88;in_89;in_90;in_91;in_92;in_93;in_94;in_95;in_96;in_97;in_98;in_99;in_100;in_101;in_102;in_103;in_104;in_105;in_106;in_107;in_108;in_109;in_110;in_111;in_112;in_113;in_114;in_115;in_116;in_117;in_118;in_119;in_120;in_121;in_122;in_123;in_124;in_125;in_126;in_127;in_128;in_129;in_130;in_131;in_132;in_133;in_134;in_135;in_136;in_137;in_138;in_139;in_140;in_141;in_142;in_143;in_144;in_145;in_146;in_147;in_148;in_149;in_150;in_151;in_152;in_153;in_154;in_155;in_156;in_157;in_158;in_159;in_160;in_161;in_162;in_163;in_164;in_165;in_166;in_167;in_168;in_169;in_170
2018.09.25 00:00;2;0;219.6200;228.0600;0.1072;0.0002;-0.0370;-0.0370;-0.02;0.17;0.27;-0.01;-0.03;44.16;0.12;-6.19;0;0;-1.75;0;0;0;0;0;1;0.00;0.82;0.03;0.00;0.01;50.36;-0.01;0.64;0;0;-0.80;0;0;0;0;0;0;0.00;0.61;0.38;0.00;0.01;49.72;-0.00;0.23;0;0;-0.72;0;0;0;0;0;0;-0.01;0.03;0.54;-0.04;-0.01;49.49;0.06;-3.33;0;0;-0.64;0;0;0;0;0;0;-0.04;0.02;0.35;-0.00;-0.05;52.82;0.18;-11.35;0;0;-0.08;0;0;0;0;0;0;-0.07;0.08;0.13;-0.01;-0.05;46.16;0.10;-5.39;0;0;0.25;0;0;0;0;0;0;0.01;0.41;0.32;-0.02;0.02;51.55;-0.02;1.14;0;0;0.65;0;0;0;0;0;0;-0.03;0.33;0.37;0.01;0.05;50.41;0.04;-2.22;0;0;0.42;0;0;0;0;0;0;0.11;0.14;0.11;0.11;0.07;52.63;-0.18;7.99;0;0;0.53;0;0;0;0;0;0;0.07;0.13;0.20;0.06;0.04;44.64;-0.15;5.73;0;0;-0.16;0;0;0;0;0;0;
2018.09.26 00:00;3;0;214.4200;219.5000;0.0547;0.0187;-0.0231;-0.0231;0.05;0.00;0.01;0.03;0.02;44.23;-0.35;11.44;0;0;-0.96;0;0;0;0;0;0;-0.00;0.43;0.53;0.00;-0.00;32.80;0.01;-0.24;0;0;-1.83;0;0;0;0;0;1;0.02;0.41;0.04;-0.01;0.02;33.04;-0.14;4.07;0;0;-2.07;0;0;0;0;1;0;-0.01;0.47;0.34;-0.04;-0.02;28.97;0.03;-1.05;0;1;-2.71;0;0;0;0;1;0;-0.06;0.07;0.10;-0.02;-0.05;30.02;0.22;-8.38;0;0;-3.27;0;0;0;1;0;0;-0.04;0.00;0.65;-0.07;-0.10;43.63;0.05;-2.52;0;0;0.07;0;0;0;0;0;0;-0.07;0.08;0.13;-0.01;-0.05;46.16;0.10;-5.39;0;0;0.25;0;0;0;0;0;0;0.01;0.41;0.32;-0.02;0.02;51.55;-0.02;1.14;0;0;0.65;0;0;0;0;0;0;-0.03;0.33;0.37;0.01;0.05;50.41;0.04;-2.22;0;0;0.42;0;0;0;0;0;0;0.11;0.14;0.11;0.11;0.07;52.63;-0.18;7.99;0;0;0.53;0;0;0;0;0;0;
2018.09.27 00:00;4;0;229.1300;214.3800;0.0437;0.0915;0.0688;0.0688;-0.01;0.43;0.20;-0.01;-0.02;42.86;0.05;-2.07;0;0;-0.81;0;0;0;0;0;0;-0.01;0.32;0.13;-0.01;0.02;44.94;0.05;-2.36;0;0;-0.69;0;0;0;0;0;0;0.01;0.29;0.45;0.03;0.00;47.29;-0.06;2.75;0;0;-0.54;0;0;0;0;0;0;0.01;0.06;0.51;0.01;0.01;44.55;-0.06;2.65;0;0;-0.82;0;0;0;0;0;0;0.02;0.19;0.11;-0.02;0.00;41.90;-0.13;4.82;0;0;-1.11;0;0;0;0;0;1;-0.02;0.25;0.43;-0.02;0.02;42.11;0.04;-1.53;0;0;-0.02;0;0;0;0;0;0;-0.04;0.00;0.65;-0.07;-0.10;43.63;0.05;-2.52;0;0;0.07;0;0;0;0;0;0;-0.07;0.08;0.13;-0.01;-0.05;46.16;0.10;-5.39;0;0;0.25;0;0;0;0;0;0;0.01;0.41;0.32;-0.02;0.02;51.55;-0.02;1.14;0;0;0.65;0;0;0;0;0;0;-0.03;0.33;0.37;0.01;0.05;50.41;0.04;-2.22;0;0;0.42;0;0;0;0;0;0;
2018.09.28 00:00;5;0;221.8400;229.1000;0.0592;0.0232;-0.0317;-0.0317;0.00;0.67;0.26;0.02;0.04;56.99;-0.01;0.40;0;0;1.22;0;0;1;0;0;0;0.05;0.03;0.00;0.04;0.01;56.59;-0.22;10.21;0;0;1.06;0;0;1;0;0;0;0.01;0.76;0.04;0.02;0.05;46.38;-0.02;1.11;0;0;-0.31;0;0;0;0;0;0;0.01;0.09;0.71;-0.01;-0.04;45.27;-0.06;2.48;0;0;-0.48;0;0;0;0;0;0;-0.02;0.12;0.09;-0.01;-0.00;42.78;0.08;-3.52;0;0;-0.76;0;0;0;0;0;0;0.07;0.17;0.32;0.05;-0.01;47.69;-0.13;5.58;0;0;0.81;0;0;0;0;0;0;-0.02;0.25;0.43;-0.02;0.02;42.11;0.04;-1.53;0;0;-0.02;0;0;0;0;0;0;-0.04;0.00;0.65;-0.07;-0.10;43.63;0.05;-2.52;0;0;0.07;0;0;0;0;0;0;-0.07;0.08;0.13;-0.01;-0.05;46.16;0.10;-5.39;0;0;0.25;0;0;0;0;0;0;0.01;0.41;0.32;-0.02;0.02;51.55;-0.02;1.14;0;0;0.65;0;0;0;0;0;0;
2018.09.29 00:00;6;0;231.6200;221.8900;0.0347;0.0716;0.0439;0.0439;-0.00;0.08;0.77;-0.02;0.01;48.70;0.01;-0.67;0;0;0.44;0;0;0;0;0;0;-0.02;0.06;0.61;-0.00;-0.03;49.38;0.07;-3.74;0;0;0.60;0;0;0;0;0;0;0.01;0.21;0.43;-0.01;0.01;53.12;-0.04;2.11;0;0;1.12;0;0;1;0;0;0;-0.03;0.01;0.36;-0.02;-0.03;51.01;0.12;-7.23;0;0;0.78;0;0;0;0;0;0;0.01;0.60;0.19;0.01;-0.00;58.23;-0.02;1.19;0;0;1.52;0;0;1;0;0;0;-0.03;0.28;0.33;0.00;0.05;45.35;0.05;-2.33;0;0;0.42;0;0;0;0;0;0;0.07;0.17;0.32;0.05;-0.01;47.69;-0.13;5.58;0;0;0.81;0;0;0;0;0;0;-0.02;0.25;0.43;-0.02;0.02;42.11;0.04;-1.53;0;0;-0.02;0;0;0;0;0;0;-0.04;0.00;0.65;-0.07;-0.10;43.63;0.05;-2.52;0;0;0.07;0;0;0;0;0;0;-0.07;0.08;0.13;-0.01;-0.05;46.16;0.10;-5.39;0;0;0.25;0;0;0;0;0;0;
2018.09.30 00:00;0;0;232.9400;231.6200;0.0221;0.0319;0.0057;0.0057;-0.00;0.53;0.32;0.01;0.00;57.42;0.02;-1.27;0;0;1.30;0;0;1;0;0;0;0.00;0.32;0.59;0.00;0.00;58.69;-0.01;0.34;0;0;1.58;0;0;1;0;0;0;-0.00;0.26;0.71;-0.01;0.03;58.34;0.00;-0.16;0;0;1.64;0;0;1;0;0;0;0.05;0.32;0.02;0.08;0.03;58.50;-0.21;10.20;0;0;1.88;0;0;1;0;0;0;0.02;0.04;0.43;-0.00;-0.01;48.30;-0.09;4.13;0;0;0.18;0;0;0;0;0;0;0.04;0.26;0.33;0.01;-0.01;48.96;-0.08;3.61;0;0;0.93;0;0;0;0;0;0;-0.03;0.28;0.33;0.00;0.05;45.35;0.05;-2.33;0;0;0.42;0;0;0;0;0;0;0.07;0.17;0.32;0.05;-0.01;47.69;-0.13;5.58;0;0;0.81;0;0;0;0;0;0;-0.02;0.25;0.43;-0.02;0.02;42.11;0.04;-1.53;0;0;-0.02;0;0;0;0;0;0;-0.04;0.00;0.65;-0.07;-0.10;43.63;0.05;-2.52;0;0;0.07;0;0;0;0;0;0;
2018.10.01 00:00;1;0;231.6100;233.0400;0.0368;0.0122;-0.0061;-0.0061;-0.00;0.27;0.72;0.00;-0.02;57.16;0.00;-0.05;0;0;0.87;0;0;0;0;0;0;-0.00;0.48;0.38;-0.01;-0.00;57.20;0.01;-0.82;0;0;0.93;0;0;0;0;0;0;-0.01;0.36;0.24;-0.00;0.00;58.02;0.06;-3.59;0;0;1.11;0;0;1;0;0;0;0.02;0.39;0.09;0.02;0.01;61.61;-0.06;3.69;0;0;1.56;0;0;1;0;0;0;0.00;0.31;0.52;0.00;0.00;57.92;-0.02;0.98;0;0;1.17;0;0;1;0;0;0;0.01;0.48;0.41;0.01;0.06;49.45;-0.01;0.49;0;0;0.91;0;0;0;0;0;0;0.04;0.26;0.33;0.01;-0.01;48.96;-0.08;3.61;0;0;0.93;0;0;0;0;0;0;-0.03;0.28;0.33;0.00;0.05;45.35;0.05;-2.33;0;0;0.42;0;0;0;0;0;0;0.07;0.17;0.32;0.05;-0.01;47.69;-0.13;5.58;0;0;0.81;0;0;0;0;0;0;-0.02;0.25;0.43;-0.02;0.02;42.11;0.04;-1.53;0;0;-0.02;0;0;0;0;0;0;
2018.10.02 00:00;2;0;225.6900;231.6200;0.0356;0.0038;-0.0256;-0.0256;0.01;0.18;0.27;0.00;0.02;54.86;-0.05;2.61;0;0;0.51;0;0;0;0;0;0;0.01;0.24;0.38;0.00;0.00;52.25;-0.07;3.39;0;0;0.16;0;0;0;0;0;0;-0.01;0.26;0.50;-0.01;-0.01;48.86;0.05;-2.46;0;0;-0.29;0;0;0;0;0;0;-0.00;0.61;0.31;-0.00;-0.01;51.32;0.01;-0.59;0;0;0.03;0;0;0;0;0;0;-0.01;0.14;0.07;-0.01;-0.01;51.90;0.09;-5.25;0;0;0.11;0;0;0;0;0;0;-0.01;0.25;0.63;-0.01;-0.01;48.94;0.01;-0.50;0;0;0.76;0;0;0;0;0;0;0.01;0.48;0.41;0.01;0.06;49.45;-0.01;0.49;0;0;0.91;0;0;0;0;0;0;0.04;0.26;0.33;0.01;-0.01;48.96;-0.08;3.61;0;0;0.93;0;0;0;0;0;0;-0.03;0.28;0.33;0.00;0.05;45.35;0.05;-2.33;0;0;0.42;0;0;0;0;0;0;0.07;0.17;0.32;0.05;-0.01;47.69;-0.13;5.58;0;0;0.81;0;0;0;0;0;0;
2018.10.03 00:00;3;0;220.7700;225.7000;0.0407;0.0032;-0.0218;-0.0218;-0.00;0.63;0.10;0.00;0.01;44.21;0.03;-1.47;0;0;-2.06;0;0;0;0;1;0;-0.01;0.03;0.71;-0.01;-0.01;45.68;0.05;-2.24;0;0;-1.33;0;0;0;0;0;1;-0.00;0.39;0.50;-0.00;-0.01;47.92;0.01;-0.68;0;0;-0.59;0;0;0;0;0;0;-0.01;0.13;0.12;-0.00;-0.01;48.60;0.07;-3.86;0;0;-0.40;0;0;0;0;0;0;-0.00;0.60;0.33;-0.00;0.00;52.46;0.01;-0.27;0;0;0.13;0;0;0;0;0;0;-0.03;0.10;0.25;-0.01;-0.00;46.66;0.05;-2.28;0;0;0.35;0;0;0;0;0;0;-0.01;0.25;0.63;-0.01;-0.01;48.94;0.01;-0.50;0;0;0.76;0;0;0;0;0;0;0.01;0.48;0.41;0.01;0.06;49.45;-0.01;0.49;0;0;0.91;0;0;0;0;0;0;0.04;0.26;0.33;0.01;-0.01;48.96;-0.08;3.61;0;0;0.93;0;0;0;0;0;0;-0.03;0.28;0.33;0.00;0.05;45.35;0.05;-2.33;0;0;0.42;0;0;0;0;0;0;
2018.10.04 00:00;4;0;222.6600;220.6700;0.0053;0.0294;0.0090;0.0090;0.01;0.22;0.31;-0.00;-0.00;41.69;-0.15;5.43;0;0;-1.26;0;0;0;0;0;1;-0.02;0.19;0.20;-0.01;-0.01;36.27;0.11;-4.69;0;0;-1.87;0;0;0;0;0;1;0.00;0.43;0.43;0.01;0.01;40.96;-0.04;1.75;0;0;-1.46;0;0;0;0;0;1;0.01;0.26;0.33;0.01;-0.00;39.21;-0.16;5.44;0;0;-1.80;0;0;0;0;0;1;-0.00;0.63;0.28;-0.02;0.00;33.77;0.01;-0.38;0;0;-2.63;0;0;0;0;1;0;-0.02;0.07;0.43;-0.03;-0.03;44.79;0.04;-1.87;0;0;-0.04;0;0;0;0;0;0;-0.03;0.10;0.25;-0.01;-0.00;46.66;0.05;-2.28;0;0;0.35;0;0;0;0;0;0;-0.01;0.25;0.63;-0.01;-0.01;48.94;0.01;-0.50;0;0;0.76;0;0;0;0;0;0;0.01;0.48;0.41;0.01;0.06;49.45;-0.01;0.49;0;0;0.91;0;0;0;0;0;0;0.04;0.26;0.33;0.01;-0.01;48.96;-0.08;3.61;0;0;0.93;0;0;0;0;0;0;
2018.10.05 00:00;5;0;228.3700;222.6600;0.0149;0.0408;0.0256;0.0256;-0.01;0.08;0.55;-0.00;-0.01;45.74;0.06;-3.16;0;0;-0.57;0;0;0;0;0;0;-0.00;0.43;0.51;0.00;0.00;48.91;0.01;-0.25;0;0;-0.21;0;0;0;0;0;0;0.01;0.37;0.02;0.00;0.00;49.16;-0.06;2.77;0;0;-0.25;0;0;0;0;0;0;-0.00;0.82;0.13;-0.01;0.00;46.39;0.01;-0.27;0;0;-0.64;0;0;0;0;0;0;-0.01;0.37;0.16;-0.00;0.01;46.66;0.06;-3.22;0;0;-0.68;0;0;0;0;0;0;0.01;0.59;0.15;0.00;0.01;45.69;-0.02;0.90;0;0;-0.05;0;0;0;0;0;0;-0.02;0.07;0.43;-0.03;-0.03;44.79;0.04;-1.87;0;0;-0.04;0;0;0;0;0;0;-0.03;0.10;0.25;-0.01;-0.00;46.66;0.05;-2.28;0;0;0.35;0;0;0;0;0;0;-0.01;0.25;0.63;-0.01;-0.01;48.94;0.01;-0.50;0;0;0.76;0;0;0;0;0;0;0.01;0.48;0.41;0.01;0.06;49.45;-0.01;0.49;0;0;0.91;0;0;0;0;0;0;
2018.10.06 00:00;6;0;225.4000;228.3600;0.0228;0.0022;-0.0130;-0.0130;0.02;0.39;0.07;0.03;0.00;57.72;-0.18;8.95;0;0;1.74;0;0;1;0;0;0;-0.00;0.34;0.36;0.00;-0.00;48.76;0.04;-2.06;0;0;0.10;0;0;0;0;0;0;0.01;0.40;0.17;0.01;0.01;50.82;-0.05;2.42;0;0;0.28;0;0;0;0;0;0;0.01;0.20;0.11;0.01;0.00;48.40;-0.12;5.01;0;0;-0.14;0;0;0;0;0;0;0.00;0.76;0.19;-0.01;0.01;43.39;-0.01;0.48;0;0;-0.76;0;0;0;0;0;0;0.03;0.27;0.27;0.02;-0.00;48.43;-0.06;2.74;0;0;0.36;0;0;0;0;0;0;0.01;0.59;0.15;0.00;0.01;45.69;-0.02;0.90;0;0;-0.05;0;0;0;0;0;0;-0.02;0.07;0.43;-0.03;-0.03;44.79;0.04;-1.87;0;0;-0.04;0;0;0;0;0;0;-0.03;0.10;0.25;-0.01;-0.00;46.66;0.05;-2.28;0;0;0.35;0;0;0;0;0;0;-0.01;0.25;0.63;-0.01;-0.01;48.94;0.01;-0.50;0;0;0.76;0;0;0;0;0;0;
2018.10.07 00:00;0;0;226.1400;225.3900;0.0173;0.0105;0.0033;0.0033;0.00;0.23;0.35;0.00;0.00;51.09;-0.04;1.73;0;0;0.70;0;0;0;0;0;0;-0.00;0.24;0.43;-0.00;0.00;49.35;0.03;-1.39;0;0;0.47;0;0;0;0;0;0;0.00;0.30;0.70;-0.01;-0.00;50.74;-0.00;0.00;0;0;0.77;0;0;0;0;0;0;-0.01;0.24;0.22;0.00;-0.01;50.74;0.09;-5.12;0;0;0.76;0;0;0;0;0;0;0.00;0.34;0.02;-0.00;0.00;55.86;-0.03;1.81;0;0;1.58;0;0;1;0;0;0;-0.01;0.09;0.39;-0.01;0.02;47.10;0.03;-1.33;0;0;0.05;0;0;0;0;0;0;0.03;0.27;0.27;0.02;-0.00;48.43;-0.06;2.74;0;0;0.36;0;0;0;0;0;0;0.01;0.59;0.15;0.00;0.01;45.69;-0.02;0.90;0;0;-0.05;0;0;0;0;0;0;-0.02;0.07;0.43;-0.03;-0.03;44.79;0.04;-1.87;0;0;-0.04;0;0;0;0;0;0;-0.03;0.10;0.25;-0.01;-0.00;46.66;0.05;-2.28;0;0;0.35;0;0;0;0;0;0;
2018.10.08 00:00;1;0;230.0100;226.2600;0.0091;0.0285;0.0166;0.0166;0.01;0.39;0.07;0.01;0.00;53.64;-0.11;5.51;0;0;0.93;0;0;0;0;0;0;0.00;0.60;0.22;0.01;0.00;48.13;-0.02;1.17;0;0;-0.22;0;0;0;0;0;0;0.00;0.32;0.29;0.00;0.00;46.96;-0.05;2.42;0;0;-0.50;0;0;0;0;0;0;-0.01;0.01;0.43;-0.01;-0.01;44.54;0.06;-3.07;0;0;-0.87;0;0;0;0;0;0;-0.01;0.29;0.12;0.00;-0.01;47.61;0.09;-4.71;0;0;-0.04;0;0;0;0;0;0;0.00;0.26;0.62;-0.00;-0.01;47.48;-0.01;0.39;0;0;0.10;0;0;0;0;0;0;-0.01;0.09;0.39;-0.01;0.02;47.10;0.03;-1.33;0;0;0.05;0;0;0;0;0;0;0.03;0.27;0.27;0.02;-0.00;48.43;-0.06;2.74;0;0;0.36;0;0;0;0;0;0;0.01;0.59;0.15;0.00;0.01;45.69;-0.02;0.90;0;0;-0.05;0;0;0;0;0;0;-0.02;0.07;0.43;-0.03;-0.03;44.79;0.04;-1.87;0;0;-0.04;0;0;0;0;0;0;
2018.10.09 00:00;2;0;228.4000;230.0100;0.0150;0.0044;-0.0070;-0.0070;-0.01;0.25;0.21;0.00;0.00;60.40;0.06;-3.94;0;0;1.86;0;0;1;0;0;0;0.01;0.13;0.14;-0.00;0.01;64.34;-0.05;3.28;0;0;2.61;0;1;0;0;0;0;0.01;0.50;0.00;0.02;0.01;61.06;-0.13;7.01;0;0;2.23;0;1;0;0;0;0;0.01;0.40;0.15;0.01;0.00;54.05;-0.07;3.51;0;0;0.91;0;0;0;0;0;0;-0.00;0.35;0.47;-0.01;-0.00;50.54;0.02;-0.81;0;0;0.23;0;0;0;0;0;0;0.02;0.32;0.24;0.02;0.01;49.56;-0.04;2.08;0;0;0.40;0;0;0;0;0;0;0.00;0.26;0.62;-0.00;-0.01;47.48;-0.01;0.39;0;0;0.10;0;0;0;0;0;0;-0.01;0.09;0.39;-0.01;0.02;47.10;0.03;-1.33;0;0;0.05;0;0;0;0;0;0;0.03;0.27;0.27;0.02;-0.00;48.43;-0.06;2.74;0;0;0.36;0;0;0;0;0;0;0.01;0.59;0.15;0.00;0.01;45.69;-0.02;0.90;0;0;-0.05;0;0;0;0;0;0;
2018.10.10 00:00;3;0;226.7400;228.4000;0.0190;0.0017;-0.0073;-0.0073;-0.00;0.35;0.26;-0.00;0.00;54.07;0.03;-1.40;0;0;0.66;0;0;0;0;0;0;0.00;0.42;0.39;0.00;0.01;55.47;-0.02;1.07;0;0;0.86;0;0;0;0;0;0;0.00;0.07;0.69;-0.01;-0.00;54.40;-0.02;1.09;0;0;0.74;0;0;0;0;0;0;-0.01;0.04;0.17;-0.00;-0.01;53.31;0.14;-8.72;0;0;0.55;0;0;0;0;0;0;0.00;0.12;0.07;0.00;0.00;62.03;-0.03;2.09;0;0;1.78;0;0;1;0;0;0;-0.01;0.23;0.41;-0.01;0.01;48.70;0.02;-0.86;0;0;0.16;0;0;0;0;0;0;0.02;0.32;0.24;0.02;0.01;49.56;-0.04;2.08;0;0;0.40;0;0;0;0;0;0;0.00;0.26;0.62;-0.00;-0.01;47.48;-0.01;0.39;0;0;0.10;0;0;0;0;0;0;-0.01;0.09;0.39;-0.01;0.02;47.10;0.03;-1.33;0;0;0.05;0;0;0;0;0;0;0.03;0.27;0.27;0.02;-0.00;48.43;-0.06;2.74;0;0;0.36;0;0;0;0;0;0;
2018.10.11 00:00;4;0;191.5800;226.7000;0.1663;0.0009;-0.1549;-0.1549;-0.00;0.25;0.66;-0.00;0.01;49.89;0.01;-0.34;0;0;-0.14;0;0;0;0;0;0;0.01;0.33;0.04;0.00;-0.00;50.23;-0.12;5.56;0;0;-0.04;0;0;0;0;0;0;-0.01;0.41;0.13;0.00;-0.00;44.67;0.07;-3.54;0;0;-0.73;0;0;0;0;0;0;0.00;0.35;0.39;-0.00;0.01;48.21;-0.02;1.07;0;0;-0.24;0;0;0;0;0;0;-0.00;0.11;0.71;-0.01;-0.01;47.13;0.03;-1.37;0;0;-0.34;0;0;0;0;0;0;-0.01;0.08;0.57;-0.01;-0.01;47.77;0.02;-0.92;0;0;-0.12;0;0;0;0;0;0;-0.01;0.23;0.41;-0.01;0.01;48.70;0.02;-0.86;0;0;0.16;0;0;0;0;0;0;0.02;0.32;0.24;0.02;0.01;49.56;-0.04;2.08;0;0;0.40;0;0;0;0;0;0;0.00;0.26;0.62;-0.00;-0.01;47.48;-0.01;0.39;0;0;0.10;0;0;0;0;0;0;-0.01;0.09;0.39;-0.01;0.02;47.10;0.03;-1.33;0;0;0.05;0;0;0;0;0;0;
2018.10.12 00:00;5;0;196.9600;191.5500;0.0079;0.0539;0.0282;0.0282;-0.05;0.02;0.20;-0.01;-0.06;17.95;0.24;-5.61;0;1;-2.25;0;0;0;0;1;0;0.00;0.72;0.04;-0.00;0.03;23.56;-0.08;1.65;0;1;-1.80;0;0;0;0;0;1;0.01;0.35;0.40;0.00;-0.02;21.91;-0.27;4.69;0;1;-2.13;0;0;0;0;1;0;-0.01;0.54;0.13;-0.02;0.01;17.22;0.04;-0.78;0;1;-2.76;0;0;0;0;1;0;-0.02;0.15;0.40;-0.09;-0.03;18.00;0.14;-2.82;0;1;-3.39;0;0;0;1;0;0;-0.15;0.01;0.07;-0.01;-0.16;33.35;0.30;-14.43;0;0;-3.25;0;0;0;1;0;0;-0.01;0.08;0.57;-0.01;-0.01;47.77;0.02;-0.92;0;0;-0.12;0;0;0;0;0;0;-0.01;0.23;0.41;-0.01;0.01;48.70;0.02;-0.86;0;0;0.16;0;0;0;0;0;0;0.02;0.32;0.24;0.02;0.01;49.56;-0.04;2.08;0;0;0.40;0;0;0;0;0;0;0.00;0.26;0.62;-0.00;-0.01;47.48;-0.01;0.39;0;0;0.10;0;0;0;0;0;0;
2018.10.13 00:00;6;0;201.3000;196.9600;0.0035;0.0295;0.0220;0.0220;-0.01;0.19;0.38;-0.01;-0.00;31.63;0.03;-1.09;0;0;-1.04;0;0;0;0;0;1;-0.01;0.14;0.48;-0.01;-0.00;32.72;0.03;-1.05;0;0;-1.05;0;0;0;0;0;1;0.01;0.42;0.05;0.01;0.01;33.77;-0.12;3.71;0;0;-1.06;0;0;0;0;0;1;-0.01;0.12;0.33;-0.01;0.00;30.06;0.05;-1.44;0;0;-1.31;0;0;0;0;0;1;0.01;0.40;0.20;0.02;0.03;31.50;-0.15;4.12;0;0;-1.31;0;0;0;0;0;1;0.03;0.42;0.13;-0.11;0.01;36.51;-0.09;3.16;0;0;-2.29;0;0;0;0;1;0;-0.15;0.01;0.07;-0.01;-0.16;33.35;0.30;-14.43;0;0;-3.25;0;0;0;1;0;0;-0.01;0.08;0.57;-0.01;-0.01;47.77;0.02;-0.92;0;0;-0.12;0;0;0;0;0;0;-0.01;0.23;0.41;-0.01;0.01;48.70;0.02;-0.86;0;0;0.16;0;0;0;0;0;0;0.02;0.32;0.24;0.02;0.01;49.56;-0.04;2.08;0;0;0.40;0;0;0;0;0;0;
2018.10.14 00:00;0;0;197.0100;201.3900;0.0351;0.0108;-0.0217;-0.0217;0.00;0.35;0.49;0.00;0.00;40.09;-0.02;0.80;0;0;-0.29;0;0;0;0;0;0;-0.00;0.35;0.53;-0.00;0.00;39.29;0.01;-0.21;0;0;-0.40;0;0;0;0;0;0;-0.00;0.09;0.59;-0.00;0.00;39.50;0.02;-0.92;0;0;-0.45;0;0;0;0;0;0;0.01;0.29;0.16;0.01;0.01;40.43;-0.08;3.06;0;0;-0.46;0;0;0;0;0;0;0.01;0.15;0.25;0.00;0.01;37.36;-0.10;3.25;0;0;-0.66;0;0;0;0;0;0;0.02;0.23;0.11;0.00;0.03;39.02;-0.07;2.51;0;0;-1.78;0;0;0;0;0;1;0.03;0.42;0.13;-0.11;0.01;36.51;-0.09;3.16;0;0;-2.29;0;0;0;0;1;0;-0.15;0.01;0.07;-0.01;-0.16;33.35;0.30;-14.43;0;0;-3.25;0;0;0;1;0;0;-0.01;0.08;0.57;-0.01;-0.01;47.77;0.02;-0.92;0;0;-0.12;0;0;0;0;0;0;-0.01;0.23;0.41;-0.01;0.01;48.70;0.02;-0.86;0;0;0.16;0;0;0;0;0;0;
2018.10.15 00:00;1;0;214.3900;196.8400;0.0114;0.2142;0.0892;0.0892;-0.03;0.02;0.31;0.00;-0.03;34.59;0.21;-9.07;0;0;-1.02;0;0;0;0;0;1;0.00;0.13;0.56;-0.00;-0.00;43.65;-0.03;1.20;0;0;1.11;0;0;1;0;0;0;0.00;0.49;0.22;-0.00;0.00;42.46;-0.03;1.18;0;0;0.79;0;0;0;0;0;0;-0.00;0.33;0.27;-0.00;-0.00;41.28;0.03;-1.40;0;0;0.09;0;0;0;0;0;0;0.00;0.58;0.12;0.01;0.01;42.67;-0.03;1.18;0;0;0.03;0;0;0;0;0;0;-0.02;0.24;0.29;0.00;-0.01;37.44;0.04;-1.58;0;0;-1.88;0;0;0;0;0;1;0.02;0.23;0.11;0.00;0.03;39.02;-0.07;2.51;0;0;-1.78;0;0;0;0;0;1;0.03;0.42;0.13;-0.11;0.01;36.51;-0.09;3.16;0;0;-2.29;0;0;0;0;1;0;-0.15;0.01;0.07;-0.01;-0.16;33.35;0.30;-14.43;0;0;-3.25;0;0;0;1;0;0;-0.01;0.08;0.57;-0.01;-0.01;47.77;0.02;-0.92;0;0;-0.12;0;0;0;0;0;0;
2018.10.16 00:00;2;0;215.0900;214.3900;0.0132;0.0259;0.0033;0.0033;0.02;0.20;0.20;-0.01;-0.01;57.08;-0.07;3.66;0;0;1.50;0;0;1;0;0;0;-0.03;0.25;0.02;-0.02;-0.02;53.41;0.13;-7.68;0;0;1.10;0;0;1;0;0;0;-0.02;0.23;0.16;-0.01;0.01;61.09;0.11;-7.39;0;0;2.13;0;1;0;0;0;0;0.02;0.28;0.31;-0.06;0.08;68.48;-0.06;3.90;0;0;3.26;1;0;0;0;0;0;0.10;0.53;0.01;0.20;0.01;64.58;-0.81;28.92;0;0;3.71;1;0;0;0;0;0;0.09;0.55;0.05;0.17;0.00;46.82;-0.25;9.37;0;0;-0.48;0;0;0;0;0;0;-0.02;0.24;0.29;0.00;-0.01;37.44;0.04;-1.58;0;0;-1.88;0;0;0;0;0;1;0.02;0.23;0.11;0.00;0.03;39.02;-0.07;2.51;0;0;-1.78;0;0;0;0;0;1;0.03;0.42;0.13;-0.11;0.01;36.51;-0.09;3.16;0;0;-2.29;0;0;0;0;1;0;-0.15;0.01;0.07;-0.01;-0.16;33.35;0.30;-14.43;0;0;-3.25;0;0;0;1;0;0;
