datetime;day;hour;close_current;open_current;move_down;move_up;percent;percent_10;in_1;in_2;in_3;in_4;in_5;in_6;in_7;in_8;in_9;in_10;in_11;in_12;in_13;in_14;in_15;in_16;in_17;in_18;in_19;in_20;in_21;in_22;in_23;in_24;in_25;in_26;in_27;in_28;in_29;in_30;in_31;in_32;in_33;in_34;in_35;in_36;in_37;in_38;in_39;in_40;in_41;in_42;in_43;in_44;in_45;in_46;in_47;in_48;in_49;in_50;in_51;in_52;in_53;in_54;in_55;in_56;in_57;in_58;in_59;in_60;in_61;in_62;in_63;in_64;in_65;in_66;in_67;in_68;in_69;in_70;in_71;in_72;in_73;in_74;in_75;in_76;in_77;in_78;in_79;in_80;in_81;in_82;in_83;in_84;in_85;in_86;in_87;in_88;in_89;in_90;in_91;in_92;in_93;in_94;in_95;in_96;in_97;in_98;in_99;in_100;in_101;in_102;in_103;in_104;in_105;in_106;in_107;in_108;in_109;in_110;in_111;in_112;in_113;in_114;in_115;in_116;in_117;in_118;in_119;in_120;in_121;in_122;in_123;in_124;in_125;in_126;in_127;in_128;in_129;in_130;in_131;in_132;in_133;in_134;in_135;in_136;in_137;in_138;in_139;in_140;in_141;in_142;in_143;in_144;in_145;in_146;in_147;in_148;in_149;in_150;in_151;in_152;in_153;in_154;in_155;in_156;in_157;in_158;in_159;in_160;in_161;in_162;in_163;in_164;in_165;in_166;in_167;in_168;in_169;in_170
2020.03.20 00:00;5;0;133.4800;136.3000;0.1435;0.1192;-0.0207;-0.0207;0.00;0.85;0.13;0.02;0.07;64.21;-0.00;0.12;0;0;2.49;0;1;0;0;0;0;0.06;0.28;0.13;0.09;0.02;64.09;-0.12;6.95;0;0;3.00;0;1;0;0;0;0;0.03;0.19;0.06;0.03;0.04;57.14;-0.08;4.26;0;0;2.34;0;1;0;0;0;0;0.04;0.18;0.08;0.04;0.02;52.87;-0.13;6.06;0;0;1.71;0;0;1;0;0;0;0.03;0.28;0.07;0.00;0.00;46.81;-0.09;3.92;0;0;0.66;0;0;0;0;0;0;0.15;0.25;0.10;0.21;0.05;37.77;-0.22;6.77;0;0;-0.97;0;0;0;0;0;0;0.02;0.05;0.67;-0.02;0.00;31.01;-0.03;0.95;0;0;-1.43;0;0;0;0;0;1;0.04;0.45;0.14;-0.03;0.08;30.06;-0.06;1.74;0;0;-1.64;0;0;0;0;0;1;-0.10;0.02;0.43;-0.07;-0.16;28.32;0.06;-1.92;0;1;-1.91;0;0;0;0;0;1;0.01;0.73;0.18;-0.01;0.00;30.23;-0.01;0.43;0;0;-1.88;0;0;0;0;0;1;
2020.03.21 00:00;6;0;132.6600;133.4900;0.0584;0.0300;-0.0062;-0.0062;0.02;0.20;0.70;-0.05;-0.10;54.50;-0.04;1.99;0;0;0.83;0;0;0;0;0;0;-0.08;0.14;0.07;-0.01;-0.05;52.51;0.20;-13.51;0;0;0.68;0;0;0;0;0;0;-0.02;0.06;0.64;-0.04;-0.02;66.02;0.06;-4.14;0;0;1.87;0;0;1;0;0;0;0.04;0.53;0.01;0.08;0.04;70.16;-0.06;4.13;1;0;2.42;0;1;0;0;0;0;0.04;0.14;0.16;0.01;0.00;66.03;-0.06;3.97;0;0;2.24;0;1;0;0;0;0;-0.02;0.45;0.47;0.07;0.01;37.16;0.02;-0.61;0;0;-0.94;0;0;0;0;0;0;0.15;0.25;0.10;0.21;0.05;37.77;-0.22;6.77;0;0;-0.97;0;0;0;0;0;0;0.02;0.05;0.67;-0.02;0.00;31.01;-0.03;0.95;0;0;-1.43;0;0;0;0;0;1;0.04;0.45;0.14;-0.03;0.08;30.06;-0.06;1.74;0;0;-1.64;0;0;0;0;0;1;-0.10;0.02;0.43;-0.07;-0.16;28.32;0.06;-1.92;0;1;-1.91;0;0;0;0;0;1;
2020.03.22 00:00;0;0;122.3200;132.6300;0.0869;0.0339;-0.0777;-0.0777;-0.00;0.75;0.24;0.02;0.02;53.30;0.00;-0.10;0;0;0.37;0;0;0;0;0;0;-0.00;0.21;0.75;-0.00;-0.01;53.40;0.00;-0.24;0;0;0.45;0;0;0;0;0;0;0.02;0.29;0.16;0.02;0.03;53.65;-0.05;2.46;0;0;0.53;0;0;0;0;0;0;-0.00;0.11;0.79;-0.03;-0.02;51.19;0.01;-0.71;0;0;0.36;0;0;0;0;0;0;-0.02;0.20;0.42;-0.01;-0.01;51.90;0.06;-3.35;0;0;0.48;0;0;0;0;0;0;-0.01;0.34;0.59;-0.10;0.08;36.98;0.01;-0.19;0;0;-0.87;0;0;0;0;0;0;-0.02;0.45;0.47;0.07;0.01;37.16;0.02;-0.61;0;0;-0.94;0;0;0;0;0;0;0.15;0.25;0.10;0.21;0.05;37.77;-0.22;6.77;0;0;-0.97;0;0;0;0;0;0;0.02;0.05;0.67;-0.02;0.00;31.01;-0.03;0.95;0;0;-1.43;0;0;0;0;0;1;0.04;0.45;0.14;-0.03;0.08;30.06;-0.06;1.74;0;0;-1.64;0;0;0;0;0;1;
2020.03.23 00:00;1;0;135.9200;122.3100;0.0230;0.1242;0.1113;0.1113;-0.01;0.68;0.16;-0.00;-0.02;40.32;0.03;-1.37;0;0;-1.87;0;0;0;0;0;1;-0.03;0.20;0.06;-0.01;-0.01;41.69;0.10;-4.78;0;0;-1.52;0;0;0;0;0;1;-0.02;0.00;0.52;-0.03;-0.04;46.47;0.07;-3.60;0;0;-0.65;0;0;0;0;0;0;-0.03;0.10;0.16;-0.02;-0.03;50.07;0.09;-4.77;0;0;-0.13;0;0;0;0;0;0;-0.01;0.38;0.16;0.01;0.03;54.84;0.04;-2.13;0;0;0.41;0;0;0;0;0;0;-0.08;0.28;0.08;-0.00;-0.04;34.62;0.06;-2.36;0;0;-0.99;0;0;0;0;0;0;-0.01;0.34;0.59;-0.10;0.08;36.98;0.01;-0.19;0;0;-0.87;0;0;0;0;0;0;-0.02;0.45;0.47;0.07;0.01;37.16;0.02;-0.61;0;0;-0.94;0;0;0;0;0;0;0.15;0.25;0.10;0.21;0.05;37.77;-0.22;6.77;0;0;-0.97;0;0;0;0;0;0;0.02;0.05;0.67;-0.02;0.00;31.01;-0.03;0.95;0;0;-1.43;0;0;0;0;0;1;
2020.03.24 00:00;2;0;138.4200;135.8900;0.0272;0.0550;0.0186;0.0186;0.05;0.04;0.04;0.03;0.01;58.73;-0.13;6.71;0;0;0.79;0;0;0;0;0;0;0.00;0.71;0.12;-0.03;0.05;52.02;-0.02;0.82;0;0;-0.24;0;0;0;0;0;0;0.05;0.55;0.00;0.10;0.02;51.21;-0.22;9.40;0;0;-0.39;0;0;0;0;0;0;-0.01;0.26;0.52;-0.01;-0.02;41.81;0.02;-1.04;0;0;-1.53;0;0;0;0;0;1;-0.01;0.45;0.01;0.00;0.03;42.85;0.04;-1.70;0;0;-1.56;0;0;0;0;0;1;0.11;0.09;0.16;0.00;-0.01;40.04;-0.16;5.42;0;0;-0.64;0;0;0;0;0;0;-0.08;0.28;0.08;-0.00;-0.04;34.62;0.06;-2.36;0;0;-0.99;0;0;0;0;0;0;-0.01;0.34;0.59;-0.10;0.08;36.98;0.01;-0.19;0;0;-0.87;0;0;0;0;0;0;-0.02;0.45;0.47;0.07;0.01;37.16;0.02;-0.61;0;0;-0.94;0;0;0;0;0;0;0.15;0.25;0.10;0.21;0.05;37.77;-0.22;6.77;0;0;-0.97;0;0;0;0;0;0;
2020.03.25 00:00;3;0;136.1000;138.4200;0.0425;0.0282;-0.0168;-0.0168;-0.01;0.18;0.58;0.00;0.01;58.08;0.02;-1.42;0;0;1.27;0;0;1;0;0;0;0.03;0.07;0.31;-0.01;0.00;59.50;-0.06;3.43;0;0;1.58;0;0;1;0;0;0;-0.03;0.01;0.28;-0.02;-0.01;56.07;0.11;-6.74;0;0;1.01;0;0;1;0;0;0;0.04;0.33;0.03;0.04;0.02;62.81;-0.09;5.07;0;0;2.03;0;1;0;0;0;0;0.01;0.33;0.32;0.00;-0.01;57.74;-0.04;1.99;0;0;1.19;0;0;1;0;0;0;0.02;0.44;0.33;0.04;0.11;41.01;-0.02;0.97;0;0;-0.52;0;0;0;0;0;0;0.11;0.09;0.16;0.00;-0.01;40.04;-0.16;5.42;0;0;-0.64;0;0;0;0;0;0;-0.08;0.28;0.08;-0.00;-0.04;34.62;0.06;-2.36;0;0;-0.99;0;0;0;0;0;0;-0.01;0.34;0.59;-0.10;0.08;36.98;0.01;-0.19;0;0;-0.87;0;0;0;0;0;0;-0.02;0.45;0.47;0.07;0.01;37.16;0.02;-0.61;0;0;-0.94;0;0;0;0;0;0;
2020.03.26 00:00;4;0;138.4000;136.1100;0.0209;0.0267;0.0168;0.0168;0.00;0.12;0.77;-0.00;-0.01;54.01;-0.01;0.44;0;0;0.66;0;0;0;0;0;0;0.00;0.45;0.40;-0.01;0.01;53.56;-0.01;0.38;0;0;0.62;0;0;0;0;0;0;0.01;0.54;0.23;-0.03;0.01;53.19;-0.03;1.34;0;0;0.56;0;0;0;0;0;0;-0.03;0.41;0.19;0.02;-0.02;51.85;0.09;-5.38;0;0;0.39;0;0;0;0;0;0;0.02;0.22;0.19;-0.02;0.00;57.23;-0.04;2.44;0;0;1.10;0;0;1;0;0;0;-0.02;0.40;0.36;-0.01;0.00;40.35;0.02;-0.65;0;0;-0.51;0;0;0;0;0;0;0.02;0.44;0.33;0.04;0.11;41.01;-0.02;0.97;0;0;-0.52;0;0;0;0;0;0;0.11;0.09;0.16;0.00;-0.01;40.04;-0.16;5.42;0;0;-0.64;0;0;0;0;0;0;-0.08;0.28;0.08;-0.00;-0.04;34.62;0.06;-2.36;0;0;-0.99;0;0;0;0;0;0;-0.01;0.34;0.59;-0.10;0.08;36.98;0.01;-0.19;0;0;-0.87;0;0;0;0;0;0;
2020.03.27 00:00;5;0;131.3300;138.4000;0.0630;0.0207;-0.0511;-0.0511;0.02;0.28;0.05;0.03;0.01;57.64;-0.10;5.46;0;0;0.88;0;0;0;0;0;0;0.00;0.13;0.57;-0.00;0.00;52.19;-0.02;1.02;0;0;0.16;0;0;0;0;0;0;-0.00;0.45;0.54;-0.00;-0.01;51.17;0.00;-0.05;0;0;0.12;0;0;0;0;0;0;-0.00;0.63;0.24;-0.02;0.00;51.22;0.01;-0.45;0;0;0.22;0;0;0;0;0;0;-0.02;0.33;0.20;0.01;-0.01;51.67;0.07;-3.64;0;0;0.34;0;0;0;0;0;0;0.02;0.21;0.44;-0.02;0.01;41.35;-0.02;0.99;0;0;-0.39;0;0;0;0;0;0;-0.02;0.40;0.36;-0.01;0.00;40.35;0.02;-0.65;0;0;-0.51;0;0;0;0;0;0;0.02;0.44;0.33;0.04;0.11;41.01;-0.02;0.97;0;0;-0.52;0;0;0;0;0;0;0.11;0.09;0.16;0.00;-0.01;40.04;-0.16;5.42;0;0;-0.64;0;0;0;0;0;0;-0.08;0.28;0.08;-0.00;-0.04;34.62;0.06;-2.36;0;0;-0.99;0;0;0;0;0;0;
2020.03.28 00:00;6;0;130.9800;131.3300;0.0491;0.0125;-0.0027;-0.0027;-0.04;0.11;0.21;0.00;-0.04;43.18;0.19;-10.26;0;0;-2.51;0;0;0;0;1;0;0.00;0.30;0.41;0.01;0.01;53.43;-0.03;1.36;0;0;0.04;0;0;0;0;0;0;0.00;0.19;0.66;-0.01;-0.00;52.08;-0.01;0.57;0;0;-0.27;0;0;0;0;0;0;-0.01;0.01;0.39;-0.02;-0.01;51.50;0.06;-3.51;0;0;-0.44;0;0;0;0;0;0;-0.01;0.27;0.32;-0.01;-0.01;55.02;0.07;-4.02;0;0;0.53;0;0;0;0;0;0;-0.05;0.25;0.14;0.01;-0.03;39.19;0.05;-2.16;0;0;-0.48;0;0;0;0;0;0;0.02;0.21;0.44;-0.02;0.01;41.35;-0.02;0.99;0;0;-0.39;0;0;0;0;0;0;-0.02;0.40;0.36;-0.01;0.00;40.35;0.02;-0.65;0;0;-0.51;0;0;0;0;0;0;0.02;0.44;0.33;0.04;0.11;41.01;-0.02;0.97;0;0;-0.52;0;0;0;0;0;0;0.11;0.09;0.16;0.00;-0.01;40.04;-0.16;5.42;0;0;-0.64;0;0;0;0;0;0;
2020.03.29 00:00;0;0;124.5000;130.9400;0.0545;0.0069;-0.0492;-0.0492;0.02;0.42;0.01;0.03;0.03;46.72;-0.15;6.11;0;0;-0.74;0;0;0;0;0;0;0.00;0.16;0.79;-0.00;-0.01;40.61;-0.01;0.43;0;0;-1.51;0;0;0;0;0;1;0.00;0.42;0.52;-0.00;-0.01;40.18;-0.01;0.29;0;0;-1.74;0;0;0;0;0;1;-0.00;0.78;0.20;0.01;0.02;39.89;0.00;-0.06;0;0;-2.00;0;0;0;0;1;0;0.02;0.21;0.19;-0.02;0.01;39.94;-0.11;3.98;0;0;-2.29;0;0;0;0;1;0;-0.00;0.20;0.75;-0.06;-0.04;39.08;0.00;-0.11;0;0;-0.42;0;0;0;0;0;0;-0.05;0.25;0.14;0.01;-0.03;39.19;0.05;-2.16;0;0;-0.48;0;0;0;0;0;0;0.02;0.21;0.44;-0.02;0.01;41.35;-0.02;0.99;0;0;-0.39;0;0;0;0;0;0;-0.02;0.40;0.36;-0.01;0.00;40.35;0.02;-0.65;0;0;-0.51;0;0;0;0;0;0;0.02;0.44;0.33;0.04;0.11;41.01;-0.02;0.97;0;0;-0.52;0;0;0;0;0;0;
2020.03.30 00:00;1;0;132.0600;124.4700;0.0033;0.0880;0.0610;0.0610;-0.00;0.54;0.27;-0.02;-0.01;34.83;0.02;-0.83;0;0;-1.62;0;0;0;0;0;1;-0.03;0.05;0.10;-0.00;-0.03;35.67;0.17;-7.35;0;0;-1.71;0;0;0;0;0;1;-0.00;0.18;0.71;-0.01;-0.00;43.02;0.01;-0.31;0;0;-0.91;0;0;0;0;0;0;-0.00;0.37;0.49;0.00;-0.00;43.33;0.01;-0.61;0;0;-0.96;0;0;0;0;0;0;-0.00;0.10;0.61;-0.01;-0.00;43.94;0.02;-0.89;0;0;-0.97;0;0;0;0;0;0;-0.05;0.11;0.09;-0.01;-0.01;37.02;0.05;-2.05;0;0;-0.55;0;0;0;0;0;0;-0.00;0.20;0.75;-0.06;-0.04;39.08;0.00;-0.11;0;0;-0.42;0;0;0;0;0;0;-0.05;0.25;0.14;0.01;-0.03;39.19;0.05;-2.16;0;0;-0.48;0;0;0;0;0;0;0.02;0.21;0.44;-0.02;0.01;41.35;-0.02;0.99;0;0;-0.39;0;0;0;0;0;0;-0.02;0.40;0.36;-0.01;0.00;40.35;0.02;-0.65;0;0;-0.51;0;0;0;0;0;0;
2020.03.31 00:00;2;0;132.7200;132.0900;0.0129;0.0220;0.0048;0.0048;-0.00;0.90;0.07;0.02;0.00;52.65;0.00;-0.21;0;0;0.58;0;0;0;0;0;0;0.00;0.59;0.41;-0.01;0.00;52.86;0.00;0.00;0;0;0.49;0;0;0;0;0;0;-0.01;0.18;0.37;-0.01;0.01;52.86;0.05;-2.78;0;0;0.35;0;0;0;0;0;0;0.03;0.26;0.01;0.02;0.03;55.64;-0.14;6.63;0;0;0.56;0;0;0;0;0;0;0.02;0.30;0.08;0.03;0.02;49.01;-0.18;7.36;0;0;-0.24;0;0;0;0;0;0;0.06;0.30;0.04;0.03;0.00;40.92;-0.11;3.90;0;0;-0.21;0;0;0;0;0;0;-0.05;0.11;0.09;-0.01;-0.01;37.02;0.05;-2.05;0;0;-0.55;0;0;0;0;0;0;-0.00;0.20;0.75;-0.06;-0.04;39.08;0.00;-0.11;0;0;-0.42;0;0;0;0;0;0;-0.05;0.25;0.14;0.01;-0.03;39.19;0.05;-2.16;0;0;-0.48;0;0;0;0;0;0;0.02;0.21;0.44;-0.02;0.01;41.35;-0.02;0.99;0;0;-0.39;0;0;0;0;0;0;
2020.04.01 00:00;3;0;135.6900;132.7200;0.0309;0.0322;0.0224;0.0224;-0.00;0.76;0.00;0.01;0.01;53.99;0.03;-1.89;0;0;1.01;0;0;1;0;0;0;0.00;0.18;0.56;0.00;0.00;55.88;-0.03;1.40;0;0;1.32;0;0;1;0;0;0;0.01;0.32;0.34;0.00;-0.00;54.48;-0.05;2.36;0;0;1.24;0;0;1;0;0;0;-0.00;0.65;0.34;0.01;0.01;52.12;0.00;-0.09;0;0;0.94;0;0;0;0;0;0;-0.00;0.12;0.77;-0.01;-0.00;52.21;0.01;-0.62;0;0;0.75;0;0;0;0;0;0;0.00;0.49;0.37;-0.00;0.05;41.26;-0.01;0.34;0;0;-0.07;0;0;0;0;0;0;0.06;0.30;0.04;0.03;0.00;40.92;-0.11;3.90;0;0;-0.21;0;0;0;0;0;0;-0.05;0.11;0.09;-0.01;-0.01;37.02;0.05;-2.05;0;0;-0.55;0;0;0;0;0;0;-0.00;0.20;0.75;-0.06;-0.04;39.08;0.00;-0.11;0;0;-0.42;0;0;0;0;0;0;-0.05;0.25;0.14;0.01;-0.03;39.19;0.05;-2.16;0;0;-0.48;0;0;0;0;0;0;
2020.04.02 00:00;4;0;141.2800;135.6500;0.0047;0.1040;0.0415;0.0415;0.04;0.18;0.04;0.05;0.01;61.03;-0.39;17.20;0;0;1.73;0;0;1;0;0;0;-0.01;0.00;0.54;-0.02;-0.01;43.84;0.08;-3.95;0;0;-0.34;0;0;0;0;0;0;-0.01;0.33;0.25;0.01;-0.01;47.79;0.09;-4.53;0;0;0.13;0;0;0;0;0;0;-0.00;0.02;0.87;-0.01;-0.00;52.32;0.01;-0.46;0;0;0.61;0;0;0;0;0;0;-0.00;0.21;0.49;-0.00;0.01;52.78;0.03;-1.57;0;0;0.73;0;0;0;0;0;0;0.02;0.16;0.49;0.01;-0.01;42.87;-0.04;1.60;0;0;0.27;0;0;0;0;0;0;0.00;0.49;0.37;-0.00;0.05;41.26;-0.01;0.34;0;0;-0.07;0;0;0;0;0;0;0.06;0.30;0.04;0.03;0.00;40.92;-0.11;3.90;0;0;-0.21;0;0;0;0;0;0;-0.05;0.11;0.09;-0.01;-0.01;37.02;0.05;-2.05;0;0;-0.55;0;0;0;0;0;0;-0.00;0.20;0.75;-0.06;-0.04;39.08;0.00;-0.11;0;0;-0.42;0;0;0;0;0;0;
2020.04.03 00:00;5;0;141.3100;141.2700;0.0284;0.0386;0.0003;0.0003;0.00;0.34;0.57;-0.05;-0.01;72.03;-0.01;0.74;1;0;2.26;0;1;0;0;0;0;0.01;0.83;0.02;0.07;0.02;71.30;-0.04;2.79;1;0;2.52;0;1;0;0;0;0;0.01;0.14;0.42;0.01;-0.00;68.50;-0.05;3.33;0;0;2.30;0;1;0;0;0;0;0.00;0.24;0.59;0.00;0.01;65.18;-0.01;0.57;0;0;1.82;0;0;1;0;0;0;0.01;0.21;0.32;-0.01;0.00;64.61;-0.04;2.24;0;0;1.83;0;0;1;0;0;0;0.04;0.57;0.04;0.09;0.05;45.86;-0.07;2.99;0;0;1.37;0;0;1;0;0;0;0.02;0.16;0.49;0.01;-0.01;42.87;-0.04;1.60;0;0;0.27;0;0;0;0;0;0;0.00;0.49;0.37;-0.00;0.05;41.26;-0.01;0.34;0;0;-0.07;0;0;0;0;0;0;0.06;0.30;0.04;0.03;0.00;40.92;-0.11;3.90;0;0;-0.21;0;0;0;0;0;0;-0.05;0.11;0.09;-0.01;-0.01;37.02;0.05;-2.05;0;0;-0.55;0;0;0;0;0;0;
2020.04.04 00:00;6;0;144.1000;141.3000;0.0171;0.0352;0.0198;0.0198;-0.01;0.15;0.53;0.00;0.02;60.23;0.05;-3.13;0;0;0.90;0;0;0;0;0;0;0.01;0.01;0.80;-0.03;-0.02;63.37;-0.03;1.71;0;0;1.20;0;0;1;0;0;0;-0.03;0.06;0.19;-0.00;-0.02;61.66;0.22;-17.52;0;0;1.12;0;0;1;0;0;0;0.01;0.15;0.46;0.01;0.01;79.18;-0.02;1.89;1;0;2.27;0;1;0;0;0;0;0.02;0.11;0.13;0.02;0.00;77.29;-0.07;4.78;1;0;2.36;0;1;0;0;0;0;0.00;0.57;0.42;-0.02;0.02;45.88;-0.00;0.02;0;0;1.33;0;0;1;0;0;0;0.04;0.57;0.04;0.09;0.05;45.86;-0.07;2.99;0;0;1.37;0;0;1;0;0;0;0.02;0.16;0.49;0.01;-0.01;42.87;-0.04;1.60;0;0;0.27;0;0;0;0;0;0;0.00;0.49;0.37;-0.00;0.05;41.26;-0.01;0.34;0;0;-0.07;0;0;0;0;0;0;0.06;0.30;0.04;0.03;0.00;40.92;-0.11;3.90;0;0;-0.21;0;0;0;0;0;0;
2020.04.05 00:00;0;0;142.6800;144.1000;0.0237;0.0103;-0.0099;-0.0099;0.01;0.42;0.34;0.01;-0.01;64.84;-0.04;2.67;0;0;1.09;0;0;1;0;0;0;0.00;0.66;0.12;0.01;0.01;62.17;-0.02;1.08;0;0;0.88;0;0;0;0;0;0;0.01;0.20;0.27;-0.01;0.00;61.09;-0.06;3.28;0;0;0.85;0;0;0;0;0;0;-0.00;0.76;0.19;0.02;0.00;57.81;0.01;-0.52;0;0;0.60;0;0;0;0;0;0;0.01;0.19;0.20;-0.01;0.00;58.33;-0.05;2.73;0;0;0.70;0;0;0;0;0;0;0.02;0.29;0.33;-0.00;0.01;47.47;-0.03;1.59;0;0;1.53;0;0;1;0;0;0;0.00;0.57;0.42;-0.02;0.02;45.88;-0.00;0.02;0;0;1.33;0;0;1;0;0;0;0.04;0.57;0.04;0.09;0.05;45.86;-0.07;2.99;0;0;1.37;0;0;1;0;0;0;0.02;0.16;0.49;0.01;-0.01;42.87;-0.04;1.60;0;0;0.27;0;0;0;0;0;0;0.00;0.49;0.37;-0.00;0.05;41.26;-0.01;0.34;0;0;-0.07;0;0;0;0;0;0;
2020.04.06 00:00;1;0;171.3200;142.6900;0.0006;0.2054;0.2006;0.2006;-0.00;0.17;0.51;-0.00;0.01;58.05;0.04;-2.36;0;0;0.31;0;0;0;0;0;0;-0.00;0.09;0.78;-0.00;-0.01;60.41;0.03;-1.67;0;0;0.66;0;0;0;0;0;0;0.01;0.36;0.18;0.00;0.00;62.08;-0.03;1.81;0;0;0.88;0;0;0;0;0;0;0.00;0.50;0.41;-0.00;0.00;60.27;-0.01;0.35;0;0;0.67;0;0;0;0;0;0;-0.01;0.18;0.34;-0.01;-0.01;59.92;0.06;-4.13;0;0;0.63;0;0;0;0;0;0;-0.01;0.30;0.41;-0.00;0.01;46.72;0.02;-0.75;0;0;1.24;0;0;1;0;0;0;0.02;0.29;0.33;-0.00;0.01;47.47;-0.03;1.59;0;0;1.53;0;0;1;0;0;0;0.00;0.57;0.42;-0.02;0.02;45.88;-0.00;0.02;0;0;1.33;0;0;1;0;0;0;0.04;0.57;0.04;0.09;0.05;45.86;-0.07;2.99;0;0;1.37;0;0;1;0;0;0;0.02;0.16;0.49;0.01;-0.01;42.87;-0.04;1.60;0;0;0.27;0;0;0;0;0;0;
2020.04.07 00:00;2;0;164.6300;171.3200;0.0531;0.0286;-0.0390;-0.0390;0.04;0.06;0.35;0.03;0.01;88.60;-0.03;2.56;1;0;2.95;0;1;0;0;0;0;0.02;0.30;0.16;0.04;0.04;86.03;-0.02;2.06;1;0;3.07;1;0;0;0;0;0;0.05;0.02;0.09;0.04;0.03;83.97;-0.07;5.41;1;0;3.53;1;0;0;0;0;0;0.03;0.20;0.06;0.03;0.03;78.56;-0.08;5.78;1;0;3.48;1;0;0;0;0;0;0.04;0.22;0.00;0.04;0.01;72.78;-0.17;10.79;1;0;3.21;1;0;0;0;0;0;0.20;0.02;0.00;0.18;0.01;60.38;-0.29;13.66;0;0;3.15;1;0;0;0;0;0;-0.01;0.30;0.41;-0.00;0.01;46.72;0.02;-0.75;0;0;1.24;0;0;1;0;0;0;0.02;0.29;0.33;-0.00;0.01;47.47;-0.03;1.59;0;0;1.53;0;0;1;0;0;0;0.00;0.57;0.42;-0.02;0.02;45.88;-0.00;0.02;0;0;1.33;0;0;1;0;0;0;0.04;0.57;0.04;0.09;0.05;45.86;-0.07;2.99;0;0;1.37;0;0;1;0;0;0;
2020.04.08 00:00;3;0;173.1100;164.6200;0.0063;0.0599;0.0516;0.0516;-0.03;0.01;0.35;-0.02;-0.04;65.68;0.14;-10.47;0;0;0.83;0;0;0;0;0;0;0.00;0.95;0.05;-0.01;0.01;76.15;-0.00;0.01;1;0;1.26;0;0;1;0;0;0;-0.02;0.33;0.24;-0.00;-0.03;76.14;0.10;-8.72;1;0;1.39;0;0;1;0;0;0;-0.01;0.40;0.22;0.00;0.02;84.86;0.04;-3.88;1;0;1.82;0;0;1;0;0;0;0.02;0.11;0.41;-0.01;0.01;88.74;-0.01;1.07;1;0;2.22;0;1;0;0;0;0;-0.04;0.35;0.17;0.02;0.14;56.72;0.06;-3.66;0;0;2.28;0;1;0;0;0;0;0.20;0.02;0.00;0.18;0.01;60.38;-0.29;13.66;0;0;3.15;1;0;0;0;0;0;-0.01;0.30;0.41;-0.00;0.01;46.72;0.02;-0.75;0;0;1.24;0;0;1;0;0;0;0.02;0.29;0.33;-0.00;0.01;47.47;-0.03;1.59;0;0;1.53;0;0;1;0;0;0;0.00;0.57;0.42;-0.02;0.02;45.88;-0.00;0.02;0;0;1.33;0;0;1;0;0;0;
2020.04.09 00:00;4;0;169.5200;173.1500;0.0460;0.0013;-0.0210;-0.0210;0.02;0.14;0.02;0.01;0.01;70.19;-0.04;2.73;1;0;0.97;0;0;0;0;0;0;0.01;0.36;0.28;0.01;0.01;67.46;-0.02;1.27;0;0;0.82;0;0;0;0;0;0;0.00;0.35;0.53;-0.00;0.00;66.20;-0.01;0.48;0;0;0.80;0;0;0;0;0;0;-0.01;0.14;0.53;-0.02;-0.02;65.72;0.04;-2.99;0;0;0.84;0;0;0;0;0;0;-0.01;0.40;0.25;0.01;0.03;68.71;0.05;-3.83;0;0;1.05;0;0;1;0;0;0;0.05;0.13;0.09;-0.01;0.01;60.03;-0.06;3.31;0;0;2.48;0;1;0;0;0;0;-0.04;0.35;0.17;0.02;0.14;56.72;0.06;-3.66;0;0;2.28;0;1;0;0;0;0;0.20;0.02;0.00;0.18;0.01;60.38;-0.29;13.66;0;0;3.15;1;0;0;0;0;0;-0.01;0.30;0.41;-0.00;0.01;46.72;0.02;-0.75;0;0;1.24;0;0;1;0;0;0;0.02;0.29;0.33;-0.00;0.01;47.47;-0.03;1.59;0;0;1.53;0;0;1;0;0;0;
2020.04.10 00:00;5;0;157.8100;169.5600;0.1029;0.0032;-0.0693;-0.0693;0.00;0.57;0.29;0.00;0.00;59.53;-0.01;0.46;0;0;0.16;0;0;0;0;0;0;-0.00;0.25;0.45;-0.01;0.02;59.07;0.02;-1.44;0;0;0.21;0;0;0;0;0;0;0.01;0.26;0.43;-0.01;-0.01;60.50;-0.04;2.39;0;0;0.41;0;0;0;0;0;0;-0.03;0.14;0.15;0.00;-0.01;58.11;0.13;-8.36;0;0;0.26;0;0;0;0;0;0;0.01;0.02;0.47;-0.01;-0.01;66.47;-0.04;2.44;0;0;0.78;0;0;0;0;0;0;-0.02;0.03;0.53;-0.01;0.01;58.01;0.03;-2.02;0;0;1.96;0;0;1;0;0;0;0.05;0.13;0.09;-0.01;0.01;60.03;-0.06;3.31;0;0;2.48;0;1;0;0;0;0;-0.04;0.35;0.17;0.02;0.14;56.72;0.06;-3.66;0;0;2.28;0;1;0;0;0;0;0.20;0.02;0.00;0.18;0.01;60.38;-0.29;13.66;0;0;3.15;1;0;0;0;0;0;-0.01;0.30;0.41;-0.00;0.01;46.72;0.02;-0.75;0;0;1.24;0;0;1;0;0;0;
